gene_ID,Fishers_sym
isogroup1353,0
isogroup1354,0
isogroup1355,0
isogroup1356,0
isogroup1357,0
isogroup1360,0
isogroup1361,0
isogroup1362,0
isogroup1363,0
isogroup1364,0
isogroup1365,0
isogroup1367,0
isogroup1368,0
isogroup1369,0
isogroup1370,0
isogroup1372,0
isogroup1374,0
isogroup1375,0
isogroup1377,0
isogroup1378,0
isogroup1379,0
isogroup1380,0
isogroup1382,0
isogroup1383,0
isogroup1385,0
isogroup1386,0
isogroup1387,0
isogroup1388,0
isogroup1389,0
isogroup1390,0
isogroup1391,0
isogroup1392,0
isogroup1393,0
isogroup1394,0
isogroup1395,0
isogroup1396,0
isogroup1397,0
isogroup1398,0
isogroup1399,0
isogroup1400,0
isogroup1401,0
isogroup1403,0
isogroup1404,0
isogroup1405,0
isogroup1406,0
isogroup1407,0
isogroup1408,0
isogroup1409,0
isogroup1411,0
isogroup1413,0
isogroup1414,0
isogroup1415,0
isogroup1416,0
isogroup1417,0
isogroup1418,0
isogroup1419,0
isogroup1420,0
isogroup1421,0
isogroup1422,0
isogroup1423,0
isogroup1425,0
isogroup1426,0
isogroup1427,0
isogroup1428,0
isogroup1429,0
isogroup1430,0
isogroup1431,0
isogroup1432,0
isogroup1433,0
isogroup1434,0
isogroup1435,0
isogroup1436,0
isogroup1437,0
isogroup1438,0
isogroup1439,0
isogroup1440,0
isogroup1441,0
isogroup1442,0
isogroup1443,0
isogroup1444,0
isogroup1445,0
isogroup1446,0
isogroup1449,0
isogroup1450,0
isogroup1452,0
isogroup1454,0
isogroup1455,0
isogroup1457,0
isogroup1459,0
isogroup1462,0
isogroup1463,0
isogroup1464,0
isogroup1465,0
isogroup1466,0
isogroup1467,0
isogroup1468,0
isogroup1469,0
isogroup1471,0
isogroup1472,0
isogroup1473,0
isogroup1474,0
isogroup1475,0
isogroup1476,0
isogroup1477,0
isogroup1480,0
isogroup1481,0
isogroup1482,0
isogroup1483,0
isogroup1484,0
isogroup1485,0
isogroup1486,0
isogroup1487,0
isogroup1491,0
isogroup1492,0
isogroup1493,0
isogroup1494,0
isogroup1495,0
isogroup1496,0
isogroup1497,0
isogroup1498,0
isogroup1499,0
isogroup1500,0
isogroup1501,0
isogroup1502,0
isogroup1503,0
isogroup1504,0
isogroup1505,0
isogroup1506,0
isogroup1507,0
isogroup1508,0
isogroup1511,0
isogroup1513,0
isogroup1514,0
isogroup1515,0
isogroup1516,0
isogroup1518,0
isogroup1519,0
isogroup1520,0
isogroup1521,0
isogroup1522,0
isogroup1523,0
isogroup1524,0
isogroup1526,0
isogroup1528,0
isogroup1529,0
isogroup1531,0
isogroup1532,0
isogroup1533,0
isogroup1534,0
isogroup1536,0
isogroup1539,0
isogroup1540,0
isogroup1541,0
isogroup1542,0
isogroup1543,0
isogroup1544,0
isogroup1545,0
isogroup1546,0
isogroup1547,0
isogroup1550,0
isogroup1551,0
isogroup1552,0
isogroup1553,0
isogroup1554,0
isogroup1555,0
isogroup1556,0
isogroup1557,0
isogroup1558,0
isogroup1559,0
isogroup1560,0
isogroup1561,0
isogroup1562,0
isogroup1563,0
isogroup1564,0
isogroup1565,0
isogroup1566,0
isogroup1567,0
isogroup1568,0
isogroup1569,0
isogroup1570,0
isogroup1571,0
isogroup1572,0
isogroup1574,0
isogroup1575,0
isogroup1576,0
isogroup1577,0
isogroup1578,0
isogroup1579,0
isogroup1580,0
isogroup1581,0
isogroup1585,0
isogroup1586,0
isogroup1587,0
isogroup1588,0
isogroup1589,0
isogroup1590,0
isogroup1592,0
isogroup1593,0
isogroup1594,0
isogroup1595,0
isogroup1596,0
isogroup1597,0
isogroup1600,0
isogroup1601,0
isogroup1602,0
isogroup1603,0
isogroup1604,0
isogroup1605,0
isogroup1606,0
isogroup1607,0
isogroup1609,0
isogroup1612,0
isogroup1613,0
isogroup1614,0
isogroup1615,0
isogroup1617,0
isogroup1621,0
isogroup1622,0
isogroup1625,0
isogroup1626,0
isogroup1627,0
isogroup1632,0
isogroup1633,0
isogroup1634,0
isogroup1635,0
isogroup1637,0
isogroup1639,0
isogroup1640,0
isogroup1642,0
isogroup1643,0
isogroup1645,0
isogroup1646,0
isogroup1647,0
isogroup1648,0
isogroup1649,0
isogroup1651,0
isogroup1652,0
isogroup1653,0
isogroup1654,0
isogroup1655,0
isogroup1656,0
isogroup1657,0
isogroup1658,0
isogroup1659,0
isogroup1660,0
isogroup1661,0
isogroup1662,0
isogroup1663,0
isogroup1664,0
isogroup1665,0
isogroup1667,0
isogroup1668,0
isogroup1669,0
isogroup1670,0
isogroup1671,0
isogroup1672,0
isogroup1673,0
isogroup1674,0
isogroup1675,0
isogroup1676,0
isogroup1677,0
isogroup1678,0
isogroup1679,0
isogroup1680,0
isogroup1681,0
isogroup1682,0
isogroup1683,0
isogroup1684,0
isogroup1685,0
isogroup1686,0
isogroup1687,0
isogroup1688,0
isogroup1690,0
isogroup1691,0
isogroup1692,0
isogroup1693,0
isogroup1694,0
isogroup1695,0
isogroup1696,0
isogroup1697,0
isogroup1698,0
isogroup1699,0
isogroup1700,0
isogroup1702,0
isogroup1703,0
isogroup1704,0
isogroup1705,0
isogroup1706,0
isogroup1707,0
isogroup1708,0
isogroup1709,0
isogroup1710,0
isogroup1711,0
isogroup1712,0
isogroup1713,0
isogroup1715,0
isogroup1718,0
isogroup1719,0
isogroup1720,0
isogroup1721,0
isogroup1722,0
isogroup1723,0
isogroup1724,0
isogroup1725,0
isogroup1726,0
isogroup1727,0
isogroup1728,0
isogroup1729,0
isogroup1730,0
isogroup1731,0
isogroup1733,0
isogroup1734,0
isogroup1735,0
isogroup1736,0
isogroup1737,0
isogroup1738,0
isogroup1739,0
isogroup1740,0
isogroup1742,0
isogroup1743,0
isogroup1744,0
isogroup1745,0
isogroup1746,0
isogroup1747,0
isogroup1748,0
isogroup1749,0
isogroup1750,0
isogroup1751,0
isogroup1753,0
isogroup1754,0
isogroup1755,0
isogroup1756,0
isogroup1757,0
isogroup1759,0
isogroup1760,0
isogroup1761,0
isogroup1762,0
isogroup1763,0
isogroup1764,0
isogroup1765,0
isogroup1766,0
isogroup1767,0
isogroup1768,0
isogroup1769,0
isogroup1771,0
isogroup1772,0
isogroup1773,0
isogroup1777,0
isogroup1778,0
isogroup1779,0
isogroup1780,0
isogroup1782,0
isogroup1783,0
isogroup1785,0
isogroup1787,0
isogroup1788,0
isogroup1789,0
isogroup1790,0
isogroup1792,0
isogroup1796,0
isogroup1797,0
isogroup1800,0
isogroup1802,0
isogroup1803,0
isogroup1804,0
isogroup1805,0
isogroup1806,0
isogroup1807,0
isogroup1808,0
isogroup1809,0
isogroup1811,0
isogroup1812,0
isogroup1813,0
isogroup1815,0
isogroup1816,0
isogroup1817,0
isogroup1818,0
isogroup1819,0
isogroup1822,0
isogroup1823,0
isogroup1824,0
isogroup1825,0
isogroup1826,0
isogroup1827,0
isogroup1828,0
isogroup1829,0
isogroup1832,0
isogroup1834,0
isogroup1835,0
isogroup1836,0
isogroup1837,0
isogroup1839,0
isogroup1840,0
isogroup1842,0
isogroup1844,0
isogroup1845,0
isogroup1846,0
isogroup1847,0
isogroup1848,0
isogroup1849,0
isogroup1850,0
isogroup1851,0
isogroup1854,0
isogroup1855,0
isogroup1856,0
isogroup1857,0
isogroup1858,0
isogroup1859,0
isogroup1860,0
isogroup1861,0
isogroup1862,0
isogroup1864,0
isogroup1865,0
isogroup1867,0
isogroup1870,0
isogroup1871,0
isogroup1872,0
isogroup1873,0
isogroup1874,0
isogroup1875,0
isogroup1876,0
isogroup1878,0
isogroup1879,0
isogroup1880,0
isogroup1882,0
isogroup1883,0
isogroup1884,0
isogroup1885,0
isogroup1886,0
isogroup1887,0
isogroup1888,0
isogroup1889,0
isogroup1890,0
isogroup1891,0
isogroup1892,0
isogroup1893,0
isogroup1894,0
isogroup1895,0
isogroup1896,0
isogroup1897,0
isogroup1898,0
isogroup1899,0
isogroup1901,0
isogroup1903,0
isogroup1904,0
isogroup1905,0
isogroup1906,0
isogroup1907,0
isogroup1908,0
isogroup1910,0
isogroup1911,0
isogroup1914,0
isogroup1915,0
isogroup1917,0
isogroup1918,0
isogroup1919,0
isogroup1920,0
isogroup1921,0
isogroup1922,0
isogroup1923,0
isogroup1924,0
isogroup1925,0
isogroup1926,0
isogroup1927,0
isogroup1928,0
isogroup1929,0
isogroup1930,0
isogroup1931,0
isogroup1932,0
isogroup1934,0
isogroup1935,0
isogroup1936,0
isogroup1937,0
isogroup1939,0
isogroup1940,0
isogroup1942,0
isogroup1943,0
isogroup1945,0
isogroup1946,0
isogroup1947,0
isogroup1948,0
isogroup1949,0
isogroup1950,0
isogroup1951,0
isogroup1952,0
isogroup1953,0
isogroup1954,0
isogroup1956,0
isogroup1957,0
isogroup1958,0
isogroup1959,0
isogroup1960,0
isogroup1961,0
isogroup1962,0
isogroup1963,0
isogroup1964,0
isogroup1965,0
isogroup1966,0
isogroup1967,0
isogroup1968,0
isogroup1969,0
isogroup1970,0
isogroup1971,0
isogroup1972,0
isogroup1974,0
isogroup1975,0
isogroup1976,0
isogroup1978,0
isogroup1979,0
isogroup1980,0
isogroup1981,0
isogroup1982,0
isogroup1983,0
isogroup1984,0
isogroup1985,0
isogroup1986,0
isogroup1987,0
isogroup1988,0
isogroup1989,0
isogroup1990,0
isogroup1991,0
isogroup1992,0
isogroup1994,0
isogroup1995,0
isogroup1996,0
isogroup1997,0
isogroup1998,0
isogroup2000,0
isogroup2001,0
isogroup2002,0
isogroup2003,0
isogroup2004,0
isogroup2005,0
isogroup2006,0
isogroup2007,0
isogroup2008,0
isogroup2009,0
isogroup2010,0
isogroup2011,0
isogroup2012,0
isogroup2013,0
isogroup2014,0
isogroup2015,0
isogroup2016,0
isogroup2018,0
isogroup2019,0
isogroup2021,0
isogroup2022,0
isogroup2023,0
isogroup2024,0
isogroup2025,0
isogroup2026,0
isogroup2027,0
isogroup2028,0
isogroup2029,0
isogroup2032,0
isogroup2034,0
isogroup2035,0
isogroup2036,0
isogroup2037,0
isogroup2039,0
isogroup2040,0
isogroup2041,0
isogroup2042,0
isogroup2043,0
isogroup2044,0
isogroup2046,0
isogroup2047,0
isogroup2048,0
isogroup2050,0
isogroup2051,0
isogroup2052,0
isogroup2053,0
isogroup2054,0
isogroup2055,0
isogroup2056,0
isogroup2057,0
isogroup2058,0
isogroup2059,0
isogroup2060,0
isogroup2061,0
isogroup2062,0
isogroup2064,0
isogroup2065,0
isogroup2066,0
isogroup2067,0
isogroup2068,0
isogroup2069,0
isogroup2070,0
isogroup2071,0
isogroup2072,0
isogroup2073,0
isogroup2074,0
isogroup2075,0
isogroup2077,0
isogroup2078,0
isogroup2079,0
isogroup2080,0
isogroup2082,0
isogroup2085,0
isogroup2086,0
isogroup2087,0
isogroup2088,0
isogroup2089,0
isogroup2091,0
isogroup2093,0
isogroup2094,0
isogroup2096,0
isogroup2097,0
isogroup2098,0
isogroup2099,0
isogroup2100,0
isogroup2101,0
isogroup2102,0
isogroup2103,0
isogroup2104,0
isogroup2106,0
isogroup2107,0
isogroup2108,0
isogroup2109,0
isogroup2110,0
isogroup2111,0
isogroup2112,0
isogroup2113,0
isogroup2115,0
isogroup2116,0
isogroup2117,0
isogroup2118,0
isogroup2119,0
isogroup2121,0
isogroup2122,0
isogroup2123,0
isogroup2124,0
isogroup2125,0
isogroup2126,0
isogroup2127,0
isogroup2128,0
isogroup2129,0
isogroup2131,0
isogroup2132,0
isogroup2133,0
isogroup2135,0
isogroup2136,0
isogroup2137,0
isogroup2138,0
isogroup2139,0
isogroup2141,0
isogroup2143,0
isogroup2144,0
isogroup2145,0
isogroup2146,0
isogroup2147,0
isogroup2148,0
isogroup2150,0
isogroup2151,0
isogroup2153,0
isogroup2154,0
isogroup2155,0
isogroup2156,0
isogroup2157,0
isogroup2158,0
isogroup2159,0
isogroup2160,0
isogroup2162,0
isogroup2163,0
isogroup2165,0
isogroup2166,0
isogroup2167,0
isogroup2168,0
isogroup2170,0
isogroup2171,0
isogroup2172,0
isogroup2173,0
isogroup2174,0
isogroup2175,0
isogroup2177,0
isogroup2178,0
isogroup2179,0
isogroup2180,0
isogroup2181,0
isogroup2182,0
isogroup2183,0
isogroup2184,0
isogroup2185,0
isogroup2187,0
isogroup2188,0
isogroup2189,0
isogroup2190,0
isogroup2191,0
isogroup2192,0
isogroup2193,0
isogroup2194,0
isogroup2195,0
isogroup2196,0
isogroup2197,0
isogroup2200,0
isogroup2201,0
isogroup2202,0
isogroup2204,0
isogroup2205,0
isogroup2206,0
isogroup2207,0
isogroup2208,0
isogroup2209,0
isogroup2211,0
isogroup2213,0
isogroup2214,0
isogroup2215,0
isogroup2216,0
isogroup2217,0
isogroup2218,0
isogroup2219,0
isogroup2220,0
isogroup2221,0
isogroup2222,0
isogroup2223,0
isogroup2224,0
isogroup2225,0
isogroup2226,0
isogroup2228,0
isogroup2229,0
isogroup2230,0
isogroup2231,0
isogroup2232,0
isogroup2233,0
isogroup2234,0
isogroup2235,0
isogroup2236,0
isogroup2237,0
isogroup2238,0
isogroup2239,0
isogroup2240,0
isogroup2241,0
isogroup2242,0
isogroup2243,0
isogroup2244,0
isogroup2246,0
isogroup2247,0
isogroup2248,0
isogroup2249,0
isogroup2250,0
isogroup2251,0
isogroup2252,0
isogroup2253,0
isogroup2254,0
isogroup2256,0
isogroup2257,0
isogroup2259,0
isogroup2260,0
isogroup2261,0
isogroup2263,0
isogroup2266,0
isogroup2267,0
isogroup2268,0
isogroup2269,0
isogroup2270,0
isogroup2271,0
isogroup2272,0
isogroup2273,0
isogroup2274,0
isogroup2275,0
isogroup2276,0
isogroup2277,0
isogroup2280,0
isogroup2281,0
isogroup2283,0
isogroup2284,0
isogroup2286,0
isogroup2287,0
isogroup2288,0
isogroup2289,0
isogroup2290,0
isogroup2291,0
isogroup2293,0
isogroup2294,0
isogroup2295,0
isogroup2297,0
isogroup2298,0
isogroup2299,0
isogroup2300,0
isogroup2301,0
isogroup2304,0
isogroup2305,0
isogroup2307,0
isogroup2308,0
isogroup2311,0
isogroup2314,0
isogroup2315,0
isogroup2316,0
isogroup2317,0
isogroup2318,0
isogroup2319,0
isogroup2320,0
isogroup2321,0
isogroup2322,0
isogroup2324,0
isogroup2325,0
isogroup2326,0
isogroup2327,0
isogroup2328,0
isogroup2329,0
isogroup2331,0
isogroup2332,0
isogroup2333,0
isogroup2334,0
isogroup2335,0
isogroup2336,0
isogroup2337,0
isogroup2338,0
isogroup2339,0
isogroup2340,0
isogroup2341,0
isogroup2342,0
isogroup2343,0
isogroup2344,0
isogroup2345,0
isogroup2347,0
isogroup2348,0
isogroup2349,0
isogroup2350,0
isogroup2352,0
isogroup2353,0
isogroup2354,0
isogroup2355,0
isogroup2356,0
isogroup2358,0
isogroup2359,0
isogroup2361,0
isogroup2362,0
isogroup2363,0
isogroup2365,0
isogroup2366,0
isogroup2367,0
isogroup2368,0
isogroup2370,0
isogroup2371,0
isogroup2372,0
isogroup2373,0
isogroup2374,0
isogroup2375,0
isogroup2376,0
isogroup2378,0
isogroup2379,0
isogroup2380,0
isogroup2381,0
isogroup2382,0
isogroup2384,0
isogroup2385,0
isogroup2386,0
isogroup2387,0
isogroup2388,0
isogroup2389,0
isogroup2391,0
isogroup2392,0
isogroup2393,0
isogroup2394,0
isogroup2395,0
isogroup2396,0
isogroup2397,0
isogroup2399,0
isogroup2400,0
isogroup2401,0
isogroup2402,0
isogroup2403,0
isogroup2404,0
isogroup2405,0
isogroup2407,0
isogroup2408,0
isogroup2409,0
isogroup2410,0
isogroup2411,0
isogroup2412,0
isogroup2413,0
isogroup2414,0
isogroup2416,0
isogroup2417,0
isogroup2418,0
isogroup2419,0
isogroup2420,0
isogroup2421,0
isogroup2422,0
isogroup2423,0
isogroup2424,0
isogroup2425,0
isogroup2426,0
isogroup2428,0
isogroup2429,0
isogroup2430,0
isogroup2431,0
isogroup2432,0
isogroup2433,0
isogroup2434,0
isogroup2435,0
isogroup2436,0
isogroup2437,0
isogroup2438,0
isogroup2439,0
isogroup2440,0
isogroup2442,0
isogroup2443,0
isogroup2444,0
isogroup2451,0
isogroup2452,0
isogroup2455,0
isogroup2456,0
isogroup2458,0
isogroup2459,0
isogroup2460,0
isogroup2461,0
isogroup2463,0
isogroup2465,0
isogroup2466,0
isogroup2467,0
isogroup2469,0
isogroup2470,0
isogroup2471,0
isogroup2473,0
isogroup2474,0
isogroup2475,0
isogroup2476,0
isogroup2477,0
isogroup2478,0
isogroup2479,0
isogroup2480,0
isogroup2481,0
isogroup2482,0
isogroup2485,0
isogroup2486,0
isogroup2487,0
isogroup2488,0
isogroup2490,0
isogroup2492,0
isogroup2493,0
isogroup2494,0
isogroup2495,0
isogroup2496,0
isogroup2498,0
isogroup2501,0
isogroup2502,0
isogroup2503,0
isogroup2504,0
isogroup2506,0
isogroup2507,0
isogroup2508,0
isogroup2510,0
isogroup2511,0
isogroup2513,0
isogroup2514,0
isogroup2515,0
isogroup2516,0
isogroup2517,0
isogroup2518,0
isogroup2519,0
isogroup2520,0
isogroup2521,0
isogroup2522,0
isogroup2523,0
isogroup2524,0
isogroup2525,0
isogroup2526,0
isogroup2527,0
isogroup2529,0
isogroup2530,0
isogroup2531,0
isogroup2532,0
isogroup2534,0
isogroup2535,0
isogroup2536,0
isogroup2537,0
isogroup2538,0
isogroup2539,0
isogroup2540,0
isogroup2541,0
isogroup2543,0
isogroup2544,0
isogroup2545,0
isogroup2546,0
isogroup2547,0
isogroup2549,0
isogroup2550,0
isogroup2551,0
isogroup2552,0
isogroup2553,0
isogroup2554,0
isogroup2555,0
isogroup2558,0
isogroup2559,0
isogroup2561,0
isogroup2564,0
isogroup2565,0
isogroup2566,0
isogroup2567,0
isogroup2568,0
isogroup2571,0
isogroup2572,0
isogroup2573,0
isogroup2574,0
isogroup2575,0
isogroup2576,0
isogroup2577,0
isogroup2578,0
isogroup2579,0
isogroup2580,0
isogroup2581,0
isogroup2582,0
isogroup2583,0
isogroup2584,0
isogroup2585,0
isogroup2586,0
isogroup2587,0
isogroup2588,0
isogroup2589,0
isogroup2590,0
isogroup2591,0
isogroup2592,0
isogroup2593,0
isogroup2594,0
isogroup2595,0
isogroup2596,0
isogroup2597,0
isogroup2599,0
isogroup2600,0
isogroup2601,0
isogroup2602,0
isogroup2604,0
isogroup2605,0
isogroup2606,0
isogroup2608,0
isogroup2609,0
isogroup2610,0
isogroup2611,0
isogroup2612,0
isogroup2613,0
isogroup2614,0
isogroup2615,0
isogroup2616,0
isogroup2617,0
isogroup2618,0
isogroup2619,0
isogroup2620,0
isogroup2621,0
isogroup2622,0
isogroup2623,0
isogroup2624,0
isogroup2625,0
isogroup2627,0
isogroup2628,0
isogroup2629,0
isogroup2630,0
isogroup2632,0
isogroup2633,0
isogroup2634,0
isogroup2635,0
isogroup2636,0
isogroup2637,0
isogroup2638,0
isogroup2641,0
isogroup2642,0
isogroup2643,0
isogroup2644,0
isogroup2645,0
isogroup2646,0
isogroup2647,0
isogroup2649,0
isogroup2651,0
isogroup2653,0
isogroup2654,0
isogroup2655,0
isogroup2656,0
isogroup2657,0
isogroup2658,0
isogroup2659,0
isogroup2660,0
isogroup2661,0
isogroup2663,0
isogroup2665,0
isogroup2666,0
isogroup2667,0
isogroup2668,0
isogroup2669,0
isogroup2670,0
isogroup2671,0
isogroup2672,0
isogroup2673,0
isogroup2674,0
isogroup2677,0
isogroup2678,0
isogroup2679,0
isogroup2680,0
isogroup2681,0
isogroup2685,0
isogroup2686,0
isogroup2687,0
isogroup2688,0
isogroup2689,0
isogroup2691,0
isogroup2692,0
isogroup2693,0
isogroup2694,0
isogroup2698,0
isogroup2699,0
isogroup2700,0
isogroup2701,0
isogroup2702,0
isogroup2705,0
isogroup2706,0
isogroup2708,0
isogroup2709,0
isogroup2710,0
isogroup2711,0
isogroup2712,0
isogroup2713,0
isogroup2714,0
isogroup2715,0
isogroup2716,0
isogroup2719,0
isogroup2720,0
isogroup2722,0
isogroup2723,0
isogroup2724,0
isogroup2725,0
isogroup2726,0
isogroup2727,0
isogroup2728,0
isogroup2729,0
isogroup2730,0
isogroup2731,0
isogroup2733,0
isogroup2735,0
isogroup2736,0
isogroup2737,0
isogroup2738,0
isogroup2739,0
isogroup2740,0
isogroup2741,0
isogroup2742,0
isogroup2743,0
isogroup2744,0
isogroup2745,0
isogroup2746,0
isogroup2747,0
isogroup2748,0
isogroup2749,0
isogroup2750,0
isogroup2751,0
isogroup2752,0
isogroup2754,0
isogroup2755,0
isogroup2756,0
isogroup2757,0
isogroup2758,0
isogroup2759,0
isogroup2760,0
isogroup2762,0
isogroup2764,0
isogroup2766,0
isogroup2767,0
isogroup2768,0
isogroup2769,0
isogroup2770,0
isogroup2771,0
isogroup2772,0
isogroup2773,0
isogroup2774,0
isogroup2775,0
isogroup2776,0
isogroup2777,0
isogroup2778,0
isogroup2780,0
isogroup2781,0
isogroup2782,0
isogroup2783,0
isogroup2784,0
isogroup2785,0
isogroup2786,0
isogroup2787,0
isogroup2789,0
isogroup2791,0
isogroup2792,0
isogroup2793,0
isogroup2794,0
isogroup2795,0
isogroup2797,0
isogroup2798,0
isogroup2800,0
isogroup2801,0
isogroup2802,0
isogroup2803,0
isogroup2804,0
isogroup2805,0
isogroup2806,0
isogroup2807,0
isogroup2809,0
isogroup2810,0
isogroup2812,0
isogroup2813,0
isogroup2814,0
isogroup2815,0
isogroup2817,0
isogroup2818,0
isogroup2819,0
isogroup2820,0
isogroup2821,0
isogroup2822,0
isogroup2823,0
isogroup2824,0
isogroup2825,0
isogroup2826,0
isogroup2828,0
isogroup2830,0
isogroup2832,0
isogroup2833,0
isogroup2834,0
isogroup2835,0
isogroup2836,0
isogroup2837,0
isogroup2838,0
isogroup2839,0
isogroup2840,0
isogroup2841,0
isogroup2842,0
isogroup2843,0
isogroup2844,0
isogroup2845,0
isogroup2846,0
isogroup2847,0
isogroup2848,0
isogroup2850,0
isogroup2851,0
isogroup2852,0
isogroup2853,0
isogroup2854,0
isogroup2855,0
isogroup2857,0
isogroup2859,0
isogroup2860,0
isogroup2861,0
isogroup2863,0
isogroup2864,0
isogroup2865,0
isogroup2867,0
isogroup2868,0
isogroup2870,0
isogroup2872,0
isogroup2873,0
isogroup2874,0
isogroup2875,0
isogroup2876,0
isogroup2877,0
isogroup2878,0
isogroup2879,0
isogroup2880,0
isogroup2881,0
isogroup2882,0
isogroup2883,0
isogroup2884,0
isogroup2885,0
isogroup2886,0
isogroup2889,0
isogroup2890,0
isogroup2891,0
isogroup2892,0
isogroup2893,0
isogroup2895,0
isogroup2896,0
isogroup2897,0
isogroup2898,0
isogroup2902,0
isogroup2905,0
isogroup2906,0
isogroup2907,0
isogroup2908,0
isogroup2909,0
isogroup2910,0
isogroup2911,0
isogroup2912,0
isogroup2914,0
isogroup2915,0
isogroup2916,0
isogroup2917,0
isogroup2918,0
isogroup2919,0
isogroup2920,0
isogroup2921,0
isogroup2922,0
isogroup2923,0
isogroup2924,0
isogroup2925,0
isogroup2926,0
isogroup2927,0
isogroup2928,0
isogroup2929,0
isogroup2931,0
isogroup2932,0
isogroup2933,0
isogroup2934,0
isogroup2935,0
isogroup2937,0
isogroup2938,0
isogroup2939,0
isogroup2940,0
isogroup2941,0
isogroup2943,0
isogroup2945,0
isogroup2946,0
isogroup2947,0
isogroup2948,0
isogroup2952,0
isogroup2953,0
isogroup2954,0
isogroup2955,0
isogroup2956,0
isogroup2957,0
isogroup2958,0
isogroup2959,0
isogroup2961,0
isogroup2962,0
isogroup2963,0
isogroup2964,0
isogroup2968,0
isogroup2969,0
isogroup2970,0
isogroup2971,0
isogroup2972,0
isogroup2973,0
isogroup2974,0
isogroup2975,0
isogroup2976,0
isogroup2978,0
isogroup2979,0
isogroup2980,0
isogroup2981,0
isogroup2982,0
isogroup2983,0
isogroup2984,0
isogroup2985,0
isogroup2986,0
isogroup2987,0
isogroup2988,0
isogroup2989,0
isogroup2990,0
isogroup2991,0
isogroup2992,0
isogroup2993,0
isogroup2994,0
isogroup2995,0
isogroup2997,0
isogroup2999,0
isogroup3000,0
isogroup3001,0
isogroup3002,0
isogroup3003,0
isogroup3004,0
isogroup3006,0
isogroup3007,0
isogroup3008,0
isogroup3009,0
isogroup3011,0
isogroup3012,0
isogroup3013,0
isogroup3014,0
isogroup3015,0
isogroup3020,0
isogroup3021,0
isogroup3023,0
isogroup3024,0
isogroup3026,0
isogroup3027,0
isogroup3028,0
isogroup3029,0
isogroup3030,0
isogroup3032,0
isogroup3033,0
isogroup3034,0
isogroup3035,0
isogroup3036,0
isogroup3037,0
isogroup3038,0
isogroup3039,0
isogroup3040,0
isogroup3041,0
isogroup3044,0
isogroup3045,0
isogroup3046,0
isogroup3047,0
isogroup3049,0
isogroup3050,0
isogroup3051,0
isogroup3052,0
isogroup3053,0
isogroup3054,0
isogroup3055,0
isogroup3056,0
isogroup3058,0
isogroup3060,0
isogroup3061,0
isogroup3063,0
isogroup3065,0
isogroup3066,0
isogroup3068,0
isogroup3069,0
isogroup3070,0
isogroup3071,0
isogroup3072,0
isogroup3073,0
isogroup3075,0
isogroup3076,0
isogroup3077,0
isogroup3078,0
isogroup3079,0
isogroup3080,0
isogroup3081,0
isogroup3082,0
isogroup3083,0
isogroup3085,0
isogroup3086,0
isogroup3087,0
isogroup3088,0
isogroup3090,0
isogroup3091,0
isogroup3092,0
isogroup3093,0
isogroup3094,0
isogroup3095,0
isogroup3096,0
isogroup3098,0
isogroup3100,0
isogroup3101,0
isogroup3102,0
isogroup3103,0
isogroup3105,0
isogroup3106,0
isogroup3107,0
isogroup3108,0
isogroup3110,0
isogroup3112,0
isogroup3113,0
isogroup3116,0
isogroup3120,0
isogroup3121,0
isogroup3123,0
isogroup3124,0
isogroup3125,0
isogroup3126,0
isogroup3127,0
isogroup3129,0
isogroup3131,0
isogroup3132,0
isogroup3133,0
isogroup3134,0
isogroup3135,0
isogroup3138,0
isogroup3140,0
isogroup3142,0
isogroup3144,0
isogroup3147,0
isogroup3148,0
isogroup3151,0
isogroup3152,0
isogroup3153,0
isogroup3154,0
isogroup3155,0
isogroup3156,0
isogroup3157,0
isogroup3158,0
isogroup3159,0
isogroup3161,0
isogroup3162,0
isogroup3163,0
isogroup3164,0
isogroup3165,0
isogroup3168,0
isogroup3170,0
isogroup3171,0
isogroup3172,0
isogroup3173,0
isogroup3174,0
isogroup3175,0
isogroup3176,0
isogroup3177,0
isogroup3179,0
isogroup3183,0
isogroup3185,0
isogroup3187,0
isogroup3188,0
isogroup3189,0
isogroup3190,0
isogroup3191,0
isogroup3193,0
isogroup3194,0
isogroup3195,0
isogroup3198,0
isogroup3200,0
isogroup3202,0
isogroup3203,0
isogroup3204,0
isogroup3205,0
isogroup3206,0
isogroup3207,0
isogroup3209,0
isogroup3210,0
isogroup3211,0
isogroup3212,0
isogroup3213,0
isogroup3214,0
isogroup3215,0
isogroup3216,0
isogroup3217,0
isogroup3221,0
isogroup3222,0
isogroup3224,0
isogroup3225,0
isogroup3227,0
isogroup3228,0
isogroup3229,0
isogroup3231,0
isogroup3232,0
isogroup3233,0
isogroup3234,0
isogroup3235,0
isogroup3236,0
isogroup3237,0
isogroup3238,0
isogroup3239,0
isogroup3240,0
isogroup3241,0
isogroup3243,0
isogroup3244,0
isogroup3245,0
isogroup3246,0
isogroup3247,0
isogroup3248,0
isogroup3249,0
isogroup3250,0
isogroup3251,0
isogroup3252,0
isogroup3253,0
isogroup3254,0
isogroup3255,0
isogroup3256,0
isogroup3257,0
isogroup3258,0
isogroup3259,0
isogroup3260,0
isogroup3261,0
isogroup3262,0
isogroup3263,0
isogroup3264,0
isogroup3266,0
isogroup3267,0
isogroup3269,0
isogroup3270,0
isogroup3271,0
isogroup3273,0
