genes,signedlogP
Oarb_101938_c0_g2,-0.464573433807896
Oarb_101940_c0_g2,-0.0599269776894743
Oarb_101945_c0_g1,-0.0912083924361395
Oarb_101955_c0_g2,0.222893571357688
Oarb_101962_c0_g1,-0.460004725655463
Oarb_101978_c1_g1,-1.35690506396332
Oarb_101980_c0_g1,NA
Oarb_101989_c0_g1,0.165292862462119
Oarb_102055_c0_g1,-0.154299123734108
Oarb_102060_c2_g1,-0.904527343869125
Oarb_102064_c1_g1,1.18371152402125
Oarb_102070_c1_g1,1.84099894835203
Oarb_102097_c0_g2,-0.312407165675747
Oarb_102120_c1_g1,-0.215063468473264
Oarb_102123_c0_g1,1.67380646870221
Oarb_102132_c3_g1,-1.75480814137182
Oarb_102142_c0_g1,0.151196962274596
Oarb_102145_c0_g2,0.339271397009339
Oarb_102151_c0_g1,-0.515426801429092
Oarb_102177_c0_g1,-0.491553401958242
Oarb_102177_c0_g2,0.375397419406132
Oarb_102183_c3_g1,-0.784157982733069
Oarb_102209_c1_g1,-0.269710956539128
Oarb_102217_c0_g1,0.980998628348447
Oarb_102234_c3_g3,0.980640423418522
Oarb_102244_c0_g2,-0.663952549622922
Oarb_102246_c0_g1,-0.78838575426126
Oarb_102252_c0_g1,-5.02647639110527
Oarb_102263_c0_g1,0.682690046466359
Oarb_102270_c0_g1,-0.923654654101548
Oarb_102277_c1_g1,0.598632357821069
Oarb_102283_c6_g1,-0.987802336172573
Oarb_102289_c0_g1,1.53382411417871
Oarb_102289_c0_g2,-5.52101426012801
Oarb_102291_c0_g1,0.133723761139947
Oarb_102307_c0_g1,2.54116919553584
Oarb_102308_c0_g1,-2.21801404958763
Oarb_102317_c0_g2,-0.0907706839910382
Oarb_102331_c0_g1,-0.412195487864177
Oarb_102335_c0_g1,-1.48906044525304
Oarb_102348_c0_g3,-0.0717338405812617
Oarb_102370_c0_g1,-1.47818772834538
Oarb_102380_c0_g1,-1.14249784733168
Oarb_102387_c0_g1,-0.233324133461099
Oarb_102394_c1_g1,2.44281227373926
Oarb_102401_c0_g1,-0.785623211304732
Oarb_102404_c2_g2,1.78194186185454
Oarb_102426_c0_g1,0.649217208874168
Oarb_102432_c0_g1,-0.067896084068635
Oarb_102459_c2_g1,0.162878533340072
Oarb_102475_c0_g1,1.09612891591152
Oarb_102476_c0_g1,0.316995586050135
Oarb_102492_c0_g1,-1.46192375528104
Oarb_102495_c0_g2,2.6323553177594
Oarb_102498_c0_g1,-0.683788452668612
Oarb_102531_c2_g1,0.0779202791607646
Oarb_102538_c0_g5,1.0678620040431
Oarb_102546_c0_g1,0.0643807614073184
Oarb_102559_c1_g1,2.58195872221459
Oarb_102562_c5_g1,-0.22813812714773
Oarb_102569_c0_g1,-1.10237493409834
Oarb_102570_c0_g1,-1.63802508858242
Oarb_102572_c1_g1,0.832805895255149
Oarb_102578_c6_g1,-0.113810377048648
Oarb_102592_c0_g2,0.0500203674392528
Oarb_102596_c5_g1,0.796196398206947
Oarb_102597_c2_g3,0.0453095676666836
Oarb_102607_c4_g1,0.326087284137036
Oarb_102610_c5_g1,0.650129460176551
Oarb_102634_c1_g1,-0.108677908460588
Oarb_102648_c3_g2,1.18673542758165
Oarb_102650_c3_g3,1.56314644339138
Oarb_102651_c3_g1,0.0579747639964726
Oarb_102651_c3_g2,0.864548262788536
Oarb_102651_c4_g1,-0.308719842143679
Oarb_102660_c1_g2,0.20438230176669
Oarb_102665_c1_g1,4.27526224887202
Oarb_102666_c2_g1,-0.0884492772522738
Oarb_102680_c0_g1,0.684634568477218
Oarb_102680_c1_g3,0.651741484032769
Oarb_102682_c5_g1,0.211062818828286
Oarb_102703_c0_g1,0.42449709152133
Oarb_102714_c0_g1,-0.855241108184465
Oarb_102718_c2_g1,1.33225576649854
Oarb_102718_c2_g4,1.10775547080618
Oarb_102720_c1_g1,0.245699429492515
Oarb_102742_c0_g1,-0.659693634903952
Oarb_102749_c3_g1,0.101335294313979
Oarb_102755_c0_g1,0.148598480149423
Oarb_102756_c3_g4,-0.391397837176811
Oarb_102767_c0_g1,1.4274520477445
Oarb_102785_c8_g1,-1.17506863878622
Oarb_102810_c1_g2,0.0726793458216886
Oarb_102823_c3_g1,0.714865403211267
Oarb_102827_c0_g1,4.33542642885362
Oarb_102833_c4_g1,-0.568512310079033
Oarb_102846_c0_g1,0.808270382844118
Oarb_102850_c0_g1,-0.583874482796286
Oarb_102862_c7_g1,-0.463984514795744
Oarb_102876_c3_g1,0.137724180838777
Oarb_102892_c8_g1,0.89809092127997
Oarb_102899_c1_g2,-0.0605602789161835
Oarb_102900_c0_g1,-0.15618079062602
Oarb_102954_c4_g1,3.0897064653735
Oarb_102957_c6_g2,0.0598798008760822
Oarb_102966_c2_g1,0.168609244167111
Oarb_102972_c7_g2,-1.10458879604874
Oarb_102977_c0_g1,1.42014027592411
Oarb_102983_c0_g1,-0.0560859998048612
Oarb_102990_c2_g1,-0.0672864444788291
Oarb_102995_c0_g1,-0.97377495768803
Oarb_103009_c1_g1,0.740356230198344
Oarb_103010_c1_g1,-0.507891216964537
Oarb_103011_c7_g3,0.509916033622857
Oarb_103012_c4_g1,0.381517724952318
Oarb_103012_c7_g2,0.097277926372028
Oarb_103035_c3_g2,-1.98497733348659
Oarb_103050_c0_g1,-0.33959553730856
Oarb_103055_c2_g1,-1.0428983911417
Oarb_103067_c6_g2,0.0934477169621164
Oarb_103068_c1_g1,0.0239756280652979
Oarb_103074_c1_g2,1.057116260289
Oarb_103078_c1_g1,1.38973954518015
Oarb_103082_c1_g1,-0.202508870759276
Oarb_103103_c0_g1,-2.78271798256957
Oarb_103103_c0_g2,-0.987771137909006
Oarb_103115_c0_g1,-3.0815158140756
Oarb_103119_c1_g1,0.245519392316179
Oarb_103122_c1_g2,-0.406900268581345
Oarb_103124_c2_g1,0.44517792078982
Oarb_103126_c0_g1,0.242343862805042
Oarb_103145_c1_g1,0.769792845199146
Oarb_103153_c0_g2,-4.92676395179047
Oarb_103159_c0_g1,0.745659330822689
Oarb_103166_c2_g1,0.800868569072636
Oarb_103175_c0_g3,0.799076176229612
Oarb_103179_c4_g1,-0.185366507045797
Oarb_103183_c4_g1,0.0518594400723587
Oarb_103186_c3_g1,-0.797018846486267
Oarb_103203_c2_g2,0.428715719728339
Oarb_103214_c2_g1,0.203706112444829
Oarb_103218_c1_g1,1.47449763517861
Oarb_103223_c6_g2,-0.48491099099856
Oarb_103237_c2_g1,0.123506781798826
Oarb_103246_c6_g1,0.0637062829758527
Oarb_103247_c3_g1,0.603435753105903
Oarb_103258_c2_g2,-0.579612744333055
Oarb_103275_c2_g3,0.315032063796491
Oarb_103277_c2_g1,0.408549792564268
Oarb_103290_c2_g3,2.38774490324594
Oarb_103298_c0_g1,-0.47832736525883
Oarb_103299_c6_g1,-1.79354018647595
Oarb_103317_c1_g1,-0.0402394561318886
Oarb_103320_c1_g2,0.100374013824726
Oarb_103327_c0_g1,0.210329145515739
Oarb_103336_c5_g2,-0.497931729301613
Oarb_103347_c6_g3,0.36551042392459
Oarb_103352_c4_g1,1.35861727121137
Oarb_103352_c4_g3,-0.835832806578328
Oarb_103355_c0_g1,0.847693713370307
Oarb_103372_c0_g1,-0.255987096362125
Oarb_103373_c0_g1,-0.28573832494397
Oarb_103379_c2_g1,-0.404963936894679
Oarb_103388_c6_g1,-1.87135817803135
Oarb_103394_c0_g1,-0.237016986662986
Oarb_103397_c4_g1,0.51670223246664
Oarb_103419_c7_g1,0.886550696642437
Oarb_103428_c2_g4,0.809168050324259
Oarb_103430_c3_g1,1.08763749349705
Oarb_103456_c0_g1,-0.966574565092189
Oarb_103462_c1_g6,1.30836325189834
Oarb_103463_c6_g1,0.27986469880679
Oarb_103466_c6_g1,0.745897534912306
Oarb_103477_c4_g1,-0.820134148186558
Oarb_103477_c4_g2,0.152308936983618
Oarb_103480_c0_g3,-0.606535979417236
Oarb_103485_c5_g1,-1.58875224946402
Oarb_103488_c0_g3,-1.24246779993141
Oarb_103492_c1_g1,-0.679707782610433
Oarb_103499_c7_g1,0.161553238410193
Oarb_103503_c0_g1,0.490580934823887
Oarb_103505_c1_g1,0.292494254052484
Oarb_103505_c2_g1,-1.01051758531631
Oarb_103514_c0_g1,1.26824280089286
Oarb_103516_c6_g1,0.216694227749332
Oarb_103520_c1_g3,2.68256066889635
Oarb_103541_c5_g4,NA
Oarb_103551_c0_g1,-1.77656600904859
Oarb_103552_c1_g2,-0.260189925629752
Oarb_103558_c1_g1,-1.08659379151436
Oarb_103558_c2_g1,0.294290900294168
Oarb_103563_c7_g2,0.389516891168012
Oarb_103570_c6_g1,-1.0772556972144
Oarb_103576_c3_g1,-0.144646035891454
Oarb_103579_c0_g2,-0.474635833506246
Oarb_103587_c4_g1,1.55304068861952
Oarb_103597_c3_g1,-0.252868706600816
Oarb_103600_c1_g1,0.270892737983074
Oarb_103612_c5_g1,1.59893363135688
Oarb_103620_c4_g4,-1.04601411496954
Oarb_103632_c1_g3,-0.481318047105714
Oarb_103633_c1_g1,0.286814094056878
Oarb_103649_c0_g1,1.59137386697126
Oarb_103658_c0_g1,0.717153247731967
Oarb_103669_c0_g1,0.984541123430755
Oarb_103672_c5_g1,-0.327600139808287
Oarb_103679_c7_g2,1.07357423341901
Oarb_103682_c0_g1,0.0202400216889275
Oarb_103682_c0_g3,1.04831346533622
Oarb_103684_c0_g1,-1.13044281466997
Oarb_103691_c3_g1,-0.354472071590459
Oarb_103701_c7_g4,-2.02482376935781
Oarb_103712_c1_g1,1.79731357233159
Oarb_103713_c1_g1,-0.0901579368741205
Oarb_103717_c2_g1,-2.10141164197442
Oarb_103725_c4_g1,0.768205137688582
Oarb_103731_c0_g1,0.101352031860337
Oarb_103750_c2_g3,-0.722894553454185
Oarb_103750_c4_g1,-0.615790994895266
Oarb_103759_c1_g1,-0.677333342512987
Oarb_103761_c1_g1,-0.044351493928777
Oarb_103765_c4_g1,-0.642871307276319
Oarb_103770_c0_g1,-3.29318437424409
Oarb_103775_c1_g1,0.490155189330591
Oarb_103775_c1_g2,-0.665864342302731
Oarb_103778_c5_g1,-0.0423195536004577
Oarb_103779_c1_g3,1.99964638425191
Oarb_103784_c2_g1,0.499708626799605
Oarb_103787_c4_g1,-2.73529610564106
Oarb_103802_c1_g2,-1.83600441832405
Oarb_103807_c2_g3,-1.13524294714749
Oarb_103812_c2_g1,0.126091895238961
Oarb_103814_c4_g3,NA
Oarb_103826_c5_g1,-3.61993651213698
Oarb_103826_c5_g2,2.96599522357137
Oarb_103830_c4_g1,0.290828370933166
Oarb_103832_c1_g1,0.316508299278275
Oarb_103836_c3_g1,-0.547594554085613
Oarb_103847_c0_g1,-1.16953639087512
Oarb_103851_c1_g2,2.84804387492795
Oarb_103852_c1_g1,-0.919691488364568
Oarb_103857_c1_g2,-0.176343309159647
Oarb_103871_c4_g1,-0.131214758317519
Oarb_103878_c0_g1,0.623385037985865
Oarb_103883_c0_g1,-0.159316366959733
Oarb_103884_c1_g1,1.1543148777317
Oarb_103888_c3_g1,-0.351795012244674
Oarb_103892_c4_g1,-0.728885640104016
Oarb_103894_c1_g2,-0.547727831560801
Oarb_103899_c6_g3,0.312692504083187
Oarb_103900_c1_g1,-1.1369788287981
Oarb_103915_c2_g3,-0.783483333830849
Oarb_103923_c0_g2,0.722115238418036
Oarb_103923_c0_g4,0.778425219292797
Oarb_103962_c1_g1,-1.57402180536935
Oarb_103969_c3_g1,-1.38609425216663
Oarb_103973_c0_g1,0.767920478300695
Oarb_103980_c1_g1,1.87230192392047
Oarb_103990_c3_g1,-0.470483007571279
Oarb_103996_c0_g1,-2.2242767036646
Oarb_104022_c3_g1,0.111977814581517
Oarb_104034_c0_g1,0.580787506988089
Oarb_104035_c0_g1,0.221885469514121
Oarb_104046_c3_g1,1.0123427337398
Oarb_104049_c4_g5,-2.06364072108054
Oarb_104051_c2_g2,0.640035176862522
Oarb_104052_c3_g2,0.328608427219509
Oarb_104060_c0_g1,0.198903211107986
Oarb_104060_c0_g3,0.0780746682648919
Oarb_104060_c0_g6,2.90431672033166
Oarb_104085_c1_g1,-1.34879759570144
Oarb_104085_c2_g2,-0.458018196603041
Oarb_104089_c1_g1,-0.184595025553771
Oarb_104091_c6_g1,-0.97325220909378
Oarb_104091_c7_g2,-0.0561926842390828
Oarb_104094_c0_g1,-1.11833175311222
Oarb_104099_c0_g1,-0.167226659298244
Oarb_104100_c1_g4,-0.732735729952979
Oarb_104110_c0_g1,-0.146234476135282
Oarb_104111_c2_g1,1.68627414149622
Oarb_104126_c0_g1,-0.26114648465887
Oarb_104136_c5_g1,-1.26259085098818
Oarb_104152_c0_g1,-1.5837883429267
Oarb_104159_c0_g1,-0.856226051749204
Oarb_104169_c0_g1,-1.11646551874356
Oarb_104190_c0_g1,0.646947654207728
Oarb_104196_c0_g1,0.906063687060461
Oarb_104197_c0_g1,1.90656665738329
Oarb_104213_c5_g1,1.69164498242295
Oarb_104214_c0_g1,-0.635724774159073
Oarb_104216_c0_g1,0.742725034646796
Oarb_104238_c4_g1,-0.921485583686605
Oarb_104241_c2_g1,1.29760351109889
Oarb_104252_c0_g1,-0.44652738025853
Oarb_104261_c1_g1,-0.756918832142646
Oarb_104279_c3_g2,-0.735441962549365
Oarb_104301_c3_g1,0.157247327308113
Oarb_104322_c0_g1,0.67265104210115
Oarb_104323_c3_g1,0.115939305894516
Oarb_104325_c5_g12,0.280103757461023
Oarb_104329_c0_g1,-0.237582155326952
Oarb_104330_c8_g2,0.350399467962253
Oarb_104357_c6_g1,-0.767460809057259
Oarb_104371_c7_g2,-0.890356947967655
Oarb_104376_c0_g1,0.536192962509698
Oarb_104378_c0_g2,0.0455527826735195
Oarb_104384_c0_g1,0.919304163580546
Oarb_104385_c3_g1,-0.185119037928799
Oarb_104388_c0_g1,0.275142059783292
Oarb_104397_c2_g6,1.41679323833408
Oarb_104399_c3_g1,0.126895524010893
Oarb_104403_c3_g1,0.861043250914218
Oarb_104422_c0_g1,0.870943386593046
Oarb_104422_c0_g2,0.133237031481253
Oarb_104426_c0_g2,-0.810840630378011
Oarb_104453_c1_g1,-0.699203950323973
Oarb_104458_c2_g1,-0.832177758671511
Oarb_104460_c5_g1,0.0571426397637524
Oarb_104485_c3_g3,-0.184378627145874
Oarb_104488_c1_g1,1.13391598343274
Oarb_104489_c0_g1,-0.0190817547115516
Oarb_104491_c2_g1,1.68823509160065
Oarb_104497_c4_g1,0.293973041933354
Oarb_104509_c5_g1,-2.42042520491658
Oarb_104516_c0_g1,-1.66890520151574
Oarb_104522_c4_g7,-0.930391253964394
Oarb_104540_c2_g2,1.34700722833351
Oarb_104545_c2_g1,-0.486546273992254
Oarb_104559_c3_g3,0.286599066580245
Oarb_104569_c5_g1,-0.152636100864625
Oarb_104572_c4_g1,2.57154488351011
Oarb_104573_c3_g3,-0.326055974188394
Oarb_104582_c4_g1,0.929819224268165
Oarb_104587_c0_g1,-1.28231373937354
Oarb_104609_c1_g1,-1.07784653890017
Oarb_104611_c0_g1,0.495221921227131
Oarb_104614_c0_g1,-1.73662857412391
Oarb_104618_c1_g3,0.641918371325588
Oarb_104623_c2_g1,-0.658624375323595
Oarb_104643_c6_g2,-0.238241907387318
Oarb_104658_c7_g1,-0.0736698830892235
Oarb_104665_c0_g1,-0.466792113086001
Oarb_104698_c4_g1,-1.1725773974482
Oarb_104707_c3_g2,1.10134140333367
Oarb_104717_c2_g1,0.477146600782593
Oarb_104719_c5_g1,-5.60309395765512
Oarb_104738_c0_g1,0.533521273441049
Oarb_104740_c4_g1,-0.192896705338577
Oarb_104753_c0_g1,0.702445306188743
Oarb_104759_c3_g2,0.21782133465573
Oarb_104768_c3_g3,1.10631920029133
Oarb_104770_c1_g1,6.07479288681725
Oarb_104770_c1_g2,0.208489249707466
Oarb_104771_c0_g1,-1.3333208439413
Oarb_104782_c0_g1,0.0739787385279301
Oarb_104798_c1_g1,-1.54636061408466
Oarb_104808_c2_g1,0.929394747977795
Oarb_104817_c1_g1,-0.107192772860326
Oarb_104819_c11_g1,-0.271498317124177
Oarb_104821_c3_g2,2.10807281894529
Oarb_104847_c4_g3,-0.428755079843224
Oarb_104860_c2_g1,-0.00799637612125892
Oarb_104860_c4_g1,-1.97918909720698
Oarb_104877_c0_g1,1.06133972077305
Oarb_104899_c0_g1,-0.182066360874302
Oarb_104917_c1_g1,0.390954705790306
Oarb_104927_c10_g1,1.80327473858649
Oarb_104935_c0_g1,1.00086185121676
Oarb_104953_c2_g3,1.63412654384712
Oarb_104965_c1_g1,-0.627425258293523
Oarb_104971_c0_g3,-0.294372649387394
Oarb_104974_c3_g1,1.37875244990693
Oarb_105004_c0_g1,0.78586410582444
Oarb_105005_c0_g1,-0.986616801784694
Oarb_105008_c2_g1,-0.683614960448756
Oarb_105011_c0_g1,3.10794272034621
Oarb_105025_c8_g1,-0.216219080972677
Oarb_105027_c15_g2,0.384140185096658
Oarb_105044_c1_g3,0.00483014958531826
Oarb_105048_c0_g1,1.4141402551073
Oarb_105061_c3_g1,-0.388696835002458
Oarb_105067_c0_g1,0.36029433003361
Oarb_105074_c4_g1,-0.68250452023903
Oarb_105075_c0_g2,-1.03417850676466
Oarb_105082_c1_g2,1.97501889935591
Oarb_105087_c0_g5,-2.74044687725869
Oarb_105093_c1_g1,-0.424813999674208
Oarb_105093_c1_g2,1.74943128670697
Oarb_105099_c1_g1,-0.905488040077129
Oarb_105113_c1_g1,-0.544072146488835
Oarb_105126_c0_g1,-0.769144846198577
Oarb_105136_c4_g1,0.591426378126261
Oarb_105145_c4_g2,-0.502486583766096
Oarb_105167_c2_g1,-0.895572269812397
Oarb_105171_c0_g1,0.137423730781683
Oarb_105172_c2_g1,-1.8514169732165
Oarb_105173_c5_g1,0.0463865687147438
Oarb_105173_c6_g1,-0.412771639083053
Oarb_105174_c3_g1,0.0496405617407787
Oarb_105181_c4_g1,0.732378585797148
Oarb_105184_c3_g1,-0.380171338215552
Oarb_105199_c1_g1,-0.307249678800267
Oarb_105207_c1_g1,1.48725453747207
Oarb_105213_c2_g2,-0.236790946257066
Oarb_105222_c1_g1,0.153192463017145
Oarb_105226_c1_g1,-0.0905972620655987
Oarb_105241_c1_g1,-0.481506702978718
Oarb_105241_c1_g3,0.24134887861734
Oarb_105251_c2_g1,0.288591622077622
Oarb_105269_c1_g1,-0.249900015410267
Oarb_105283_c1_g2,0.30116426913081
Oarb_105297_c2_g6,0.492129473392157
Oarb_105309_c4_g1,-0.0648787489045126
Oarb_105309_c6_g2,NA
Oarb_105314_c1_g2,0.529282051329371
Oarb_105324_c2_g1,0.0927481802063954
Oarb_105325_c5_g1,-0.152403531302639
Oarb_105328_c2_g2,1.64917720993453
Oarb_105333_c1_g1,0.14046751946697
Oarb_105337_c3_g1,-0.0442444531148576
Oarb_105346_c0_g2,0.0504347268709799
Oarb_105347_c2_g3,1.62937250657061
Oarb_105349_c0_g1,-0.726882041232684
Oarb_105362_c3_g1,-0.310081359449366
Oarb_105363_c3_g1,1.0227111514598
Oarb_105364_c0_g1,-0.80375063506881
Oarb_105367_c1_g1,-1.46026166704576
Oarb_105367_c1_g3,-0.138521441598192
Oarb_105372_c2_g1,-1.08483309910208
Oarb_105380_c6_g4,0.232057723354452
Oarb_105388_c2_g2,-0.441960357047142
Oarb_105392_c8_g2,0.239380746153731
Oarb_105396_c0_g1,1.83922363521636
Oarb_105402_c8_g1,-8.65790936310192
Oarb_105412_c2_g2,0.621143992379085
Oarb_105412_c2_g4,-0.0141462980063417
Oarb_105431_c4_g1,-0.240399091853179
Oarb_105434_c0_g1,-1.88565976807126
Oarb_105434_c0_g3,-0.667156282097713
Oarb_105450_c3_g2,-1.12443881765032
Oarb_105470_c1_g1,1.29693670163991
Oarb_105483_c1_g1,0.334212374239339
Oarb_105486_c1_g2,-1.60056240985021
Oarb_105494_c1_g2,1.23900416999526
Oarb_105494_c1_g4,1.44947117944241
Oarb_105499_c0_g1,-1.9126922183075
Oarb_105505_c2_g1,0.378575630531061
Oarb_105511_c4_g1,0.506984567055968
Oarb_105513_c2_g1,0.0419585171563559
Oarb_105515_c3_g3,0.351636711336879
Oarb_105518_c4_g1,-5.46707032674328
Oarb_105525_c4_g1,1.15593133999888
Oarb_105531_c4_g1,-0.526328196958985
Oarb_105531_c4_g5,0.560595641585228
Oarb_105531_c4_g7,1.68148735320927
Oarb_105535_c3_g3,2.00392637211626
Oarb_105546_c3_g1,1.242523322271
Oarb_105553_c1_g2,-0.190213744984614
Oarb_105570_c1_g1,-0.748795001256922
Oarb_105606_c3_g2,-0.38531567236341
Oarb_105612_c3_g1,0.219318280113166
Oarb_105633_c2_g1,-2.4372045300991
Oarb_105641_c6_g4,-0.236106016294101
Oarb_105681_c3_g1,-0.0568435180391918
Oarb_105686_c0_g2,-0.598701889049254
Oarb_105693_c3_g1,1.98517349116593
Oarb_105703_c6_g1,0.415759545151439
Oarb_105711_c0_g1,-0.0392874760410832
Oarb_105713_c7_g5,-0.344045706639627
Oarb_105716_c4_g1,-0.165744528601581
Oarb_105717_c9_g1,0.228099976630599
Oarb_105720_c4_g1,0.0380253192508403
Oarb_105727_c3_g1,-0.477760469927299
Oarb_105739_c3_g5,-0.619251886201274
Oarb_105740_c2_g1,-1.27776395867782
Oarb_105740_c2_g2,1.61399476724601
Oarb_105741_c1_g1,-0.228712129646288
Oarb_105759_c2_g1,-0.00359200229117535
Oarb_105769_c2_g3,-0.573221560915919
Oarb_105771_c0_g1,0.333473910049115
Oarb_105799_c1_g2,0.149865851277529
Oarb_105800_c4_g1,-1.43899609897298
Oarb_105835_c2_g1,2.77818108868756
Oarb_105847_c1_g1,0.786282863633385
Oarb_105849_c0_g1,-1.12850017567124
