	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
symbB.v1.2.007800	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007837	0	2	2	0	0	1	1	1	1	0	
symbB.v1.2.007843	7	10	6	8	13	10	10	10	12	10	
symbB.v1.2.007848	11	13	3	8	5	13	11	16	5	13	
symbB.v1.2.007852	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.007856	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007857	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.007860	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007862	5	1	5	2	0	2	2	2	2	2	
symbB.v1.2.007865	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007868	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007871	0	4	4	2	4	7	3	6	2	1	
symbB.v1.2.007888	1	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007891	3	0	2	0	3	2	2	1	1	1	
symbB.v1.2.007893	15	9	16	7	23	9	16	12	9	7	
symbB.v1.2.007927	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007928	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.007929	0	0	0	0	0	0	2	1	0	1	
symbB.v1.2.007932	9	8	18	3	5	10	10	8	6	10	
symbB.v1.2.007933	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.007955	7	1	11	3	8	5	5	5	2	4	
symbB.v1.2.007978	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007982	0	0	0	0	0	0	0	3	0	0	
symbB.v1.2.007987	0	0	0	0	0	0	0	3	0	0	
symbB.v1.2.007992	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008006	0	0	0	1	0	0	0	0	0	0	
symbB.v1.2.008018	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.008026	2	2	3	0	3	3	4	1	1	3	
symbB.v1.2.008034	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008041	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008054	0	3	0	0	0	0	0	2	0	0	
symbB.v1.2.008061	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008063	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.008065	0	0	0	0	0	0	0	1	2	0	
symbB.v1.2.008066	0	1	1	0	0	0	1	0	0	0	
symbB.v1.2.008081	0	0	0	0	0	0	0	0	1	1	
symbB.v1.2.008083	0	0	1	0	0	0	0	1	0	0	
symbB.v1.2.008087	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.008088	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008093	3	0	0	2	1	0	0	0	0	2	
symbB.v1.2.008120	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.008138	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.008145	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008163	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008180	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.008188	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.008196	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.008208	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008213	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008214	2	1	0	0	0	1	0	2	2	1	
symbB.v1.2.008244	1	0	0	1	0	0	0	0	0	0	
symbB.v1.2.008245	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.008246	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008248	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.008252	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008271	0	0	0	1	0	0	0	0	0	0	
symbB.v1.2.008276	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008277	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008278	9	7	4	4	3	4	4	9	2	6	
symbB.v1.2.008300	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.008318	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.008328	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.008338	6	4	5	2	4	6	3	3	2	3	
symbB.v1.2.008358	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008360	0	0	0	0	0	0	4	2	0	1	
symbB.v1.2.008362	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.008363	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008367	2	0	0	3	1	1	0	0	2	1	
symbB.v1.2.008370	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008382	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008385	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008389	2	2	5	1	3	2	2	4	0	3	
symbB.v1.2.008390	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.008414	0	0	2	0	0	0	0	0	1	0	
symbB.v1.2.008415	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.008420	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008438	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008444	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.008450	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008460	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.008464	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008467	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008472	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.008488	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008489	0	0	0	0	0	0	0	2	1	0	
symbB.v1.2.008498	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.008510	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008514	1	0	0	0	1	0	3	4	1	2	
symbB.v1.2.008518	0	0	0	0	3	1	0	0	0	0	
symbB.v1.2.008519	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.008532	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008564	1	0	1	1	0	0	1	1	1	0	
symbB.v1.2.008567	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.008590	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008606	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008619	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.008626	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008669	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008672	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008673	1	0	0	0	0	1	0	1	1	0	
symbB.v1.2.008674	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.008697	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.008705	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.008716	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008729	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008737	16	36	18	12	18	17	15	28	15	18	
symbB.v1.2.008738	7	21	12	6	13	18	9	18	11	11	
symbB.v1.2.008739	12	17	12	4	6	11	10	18	5	4	
symbB.v1.2.008741	3	1	1	1	1	3	2	4	3	3	
symbB.v1.2.008748	0	0	0	0	0	1	0	0	1	0	
symbB.v1.2.008752	4	6	3	2	0	5	6	6	0	2	
symbB.v1.2.008790	0	0	0	0	0	1	0	2	0	0	
symbB.v1.2.008791	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.008803	0	0	0	0	0	0	5	4	0	0	
symbB.v1.2.008814	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008815	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008821	2	1	1	1	0	1	0	0	0	1	
symbB.v1.2.008844	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008845	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008854	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008856	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008861	2	1	2	1	0	1	1	0	2	0	
symbB.v1.2.008862	2	0	0	0	1	0	0	2	2	0	
symbB.v1.2.008871	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.008875	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008879	0	1	2	0	0	1	0	0	0	1	
symbB.v1.2.008890	1	2	1	1	2	0	1	1	1	0	
symbB.v1.2.008900	2	5	7	4	1	4	2	4	1	4	
symbB.v1.2.008903	0	0	0	0	0	0	1	1	1	0	
symbB.v1.2.008910	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.008915	6	15	4	6	4	14	6	14	4	11	
symbB.v1.2.008918	0	0	1	0	0	0	0	1	0	0	
symbB.v1.2.008924	1	1	0	0	0	1	1	1	0	1	
symbB.v1.2.008927	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.008937	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.008940	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008944	0	1	1	0	0	0	0	1	0	0	
symbB.v1.2.008970	0	0	0	0	0	0	2	0	1	0	
symbB.v1.2.008974	0	1	1	2	0	2	1	0	0	0	
symbB.v1.2.008989	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.008999	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009002	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009009	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009038	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.009044	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009050	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.009052	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009092	7	16	5	9	13	11	6	6	10	6	
symbB.v1.2.009099	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009111	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.009113	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009115	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009139	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009144	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009149	3	0	0	0	0	1	1	0	0	0	
symbB.v1.2.009153	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009164	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009165	1	6	2	1	2	2	3	0	2	3	
symbB.v1.2.009169	5	3	0	2	1	3	1	7	6	5	
symbB.v1.2.009174	1	1	1	1	0	0	1	1	1	2	
symbB.v1.2.009193	0	2	0	1	1	1	1	1	1	0	
symbB.v1.2.009199	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009200	1	1	0	1	1	2	3	1	2	0	
symbB.v1.2.009220	2	0	1	1	0	0	0	4	2	2	
symbB.v1.2.009248	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.009249	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.009265	0	0	1	0	0	0	0	0	1	1	
symbB.v1.2.009268	7	4	6	9	11	7	7	8	9	9	
symbB.v1.2.009282	1	1	0	1	0	1	0	0	0	0	
symbB.v1.2.009284	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009285	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009292	56	81	69	36	39	72	47	87	50	52	
symbB.v1.2.009298	0	0	0	0	0	0	3	0	0	0	
symbB.v1.2.009308	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.009325	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009329	0	1	0	0	1	1	0	0	0	0	
symbB.v1.2.009342	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.009350	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.009376	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009378	0	1	1	0	0	0	0	0	0	0	
symbB.v1.2.009387	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009399	0	0	1	0	1	0	0	2	0	0	
symbB.v1.2.009409	1	2	0	1	3	1	1	2	0	2	
symbB.v1.2.009421	0	0	0	0	0	0	0	1	0	1	
symbB.v1.2.009423	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009425	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.009458	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.009464	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.009471	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009474	2	3	3	1	4	2	6	3	5	4	
symbB.v1.2.009475	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.009482	0	0	0	1	0	0	0	1	0	0	
symbB.v1.2.009489	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.009491	4	2	2	2	1	2	5	1	0	2	
symbB.v1.2.009505	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.009506	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009513	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009517	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.009560	0	0	0	0	0	0	4	4	1	0	
symbB.v1.2.009561	0	1	0	0	0	1	0	1	0	0	
symbB.v1.2.009570	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009575	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.009583	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009606	1	0	0	0	0	0	0	0	1	0	
symbB.v1.2.009617	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009625	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009641	0	0	0	0	0	2	0	0	0	0	
symbB.v1.2.009643	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.009644	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.009651	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.009678	1	2	1	2	0	1	0	2	0	1	
symbB.v1.2.009679	1	0	1	0	1	2	2	1	0	2	
symbB.v1.2.009714	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009722	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009723	0	0	0	0	0	0	3	2	0	1	
symbB.v1.2.009726	0	1	0	0	0	0	1	1	0	0	
symbB.v1.2.009728	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009732	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009742	0	0	0	0	0	1	0	2	1	0	
symbB.v1.2.009769	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.009777	1	0	0	0	0	0	1	2	1	2	
symbB.v1.2.009791	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009799	0	0	0	0	0	0	0	3	0	0	
symbB.v1.2.009814	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.009821	10	9	8	9	4	9	3	13	8	5	
symbB.v1.2.009828	2	3	10	5	3	6	3	5	2	6	
symbB.v1.2.009836	2	6	2	1	0	0	2	1	1	1	
symbB.v1.2.009844	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.009854	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.009861	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009878	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009882	12	18	18	12	19	17	19	16	17	11	
symbB.v1.2.009887	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.009888	0	0	1	0	1	0	0	0	0	1	
symbB.v1.2.009892	1	1	0	1	2	0	0	2	3	3	
symbB.v1.2.009903	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.009910	5	5	6	5	4	8	1	7	3	5	
symbB.v1.2.009911	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.009922	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009925	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.009935	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009948	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.009949	2	4	1	0	0	2	1	4	1	1	
symbB.v1.2.009960	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009965	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.009971	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.009998	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010000	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.010006	0	1	0	0	0	0	0	2	0	2	
symbB.v1.2.010012	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010035	0	0	0	0	0	0	1	1	0	1	
symbB.v1.2.010036	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010055	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010064	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010069	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010075	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010088	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010108	1	0	1	0	0	0	0	1	0	0	
symbB.v1.2.010120	0	1	0	0	0	0	1	1	0	0	
symbB.v1.2.010130	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010139	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.010155	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010161	0	3	3	2	2	4	1	5	2	1	
symbB.v1.2.010176	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.010177	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.010193	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.010206	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010214	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010226	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.010242	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.010244	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010264	0	0	0	1	0	1	0	0	0	0	
symbB.v1.2.010296	8	8	7	3	3	2	4	6	4	4	
symbB.v1.2.010298	8	1	0	0	3	1	6	1	12	1	
symbB.v1.2.010300	1	0	0	0	0	0	2	4	1	0	
symbB.v1.2.010302	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.010305	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010310	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.010312	0	1	0	0	0	0	0	0	0	1	
symbB.v1.2.010315	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010369	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010372	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010376	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.010378	1	0	0	0	0	1	0	0	3	0	
symbB.v1.2.010385	0	1	0	1	0	1	2	1	0	1	
symbB.v1.2.010388	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010390	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010403	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010407	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010423	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010454	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.010457	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010470	0	0	0	0	0	2	1	0	0	0	
symbB.v1.2.010479	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010492	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010493	0	0	0	0	0	0	3	1	1	1	
symbB.v1.2.010503	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.010510	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010517	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010521	1	2	1	2	2	0	1	1	1	1	
symbB.v1.2.010539	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.010542	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010568	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010577	0	1	1	1	0	0	2	1	0	0	
symbB.v1.2.010578	0	0	0	0	0	0	1	0	1	1	
symbB.v1.2.010584	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010600	0	0	1	0	2	0	0	3	0	0	
symbB.v1.2.010601	1	0	1	1	0	1	1	0	1	1	
symbB.v1.2.010602	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010610	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010616	2	0	1	0	0	0	0	0	0	0	
symbB.v1.2.010627	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010630	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.010639	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010643	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010647	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.010663	0	2	1	1	2	0	0	0	1	1	
symbB.v1.2.010664	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010671	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010675	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010690	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.010705	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.010714	2	0	2	0	1	1	1	3	1	0	
symbB.v1.2.010716	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010717	0	1	1	2	1	2	2	2	0	2	
symbB.v1.2.010738	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010758	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010759	0	0	0	0	0	0	1	3	0	2	
symbB.v1.2.010764	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.010768	1	0	0	0	0	0	0	1	1	0	
symbB.v1.2.010775	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010791	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010794	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.010795	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010798	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010814	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010832	0	0	0	0	0	1	0	1	0	1	
symbB.v1.2.010843	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.010852	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010853	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010860	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010864	21	27	20	7	11	17	15	23	23	12	
symbB.v1.2.010866	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010868	2	5	5	3	5	3	6	9	3	4	
symbB.v1.2.010870	0	0	0	0	0	0	1	3	0	0	
symbB.v1.2.010874	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010875	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010881	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010884	0	1	0	5	1	2	1	2	2	1	
symbB.v1.2.010894	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010896	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010900	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.010901	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010907	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.010918	0	2	0	0	0	0	0	2	0	0	
symbB.v1.2.010919	0	0	1	0	0	0	0	1	0	0	
symbB.v1.2.010962	28	55	41	30	35	52	25	44	22	31	
symbB.v1.2.010965	0	0	1	0	0	2	0	0	0	1	
symbB.v1.2.010966	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010994	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.010996	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011006	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.011008	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.011013	0	2	0	1	0	0	0	0	0	0	
symbB.v1.2.011052	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.011053	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011056	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.011060	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011068	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.011075	155	214	346	162	258	270	320	237	130	212	
symbB.v1.2.011080	0	0	0	0	0	1	1	0	0	1	
symbB.v1.2.011083	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011088	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.011104	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011124	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011165	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.011176	0	0	0	0	0	0	1	4	0	0	
symbB.v1.2.011178	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011185	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011201	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.011203	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.011204	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011207	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.011226	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011232	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011252	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011256	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011257	0	0	1	0	1	2	1	1	1	0	
symbB.v1.2.011258	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011266	0	2	1	0	0	1	0	2	0	1	
symbB.v1.2.011301	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.011302	1	0	0	0	0	0	3	0	0	0	
symbB.v1.2.011314	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.011317	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011351	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011355	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011371	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011377	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011408	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011421	0	0	0	0	0	2	0	0	1	0	
symbB.v1.2.011430	1	7	4	4	5	10	7	8	9	7	
symbB.v1.2.011434	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011467	8	6	5	2	2	0	2	6	4	6	
symbB.v1.2.011471	0	1	0	0	1	1	1	0	0	2	
symbB.v1.2.011473	0	1	1	0	0	0	1	1	1	2	
symbB.v1.2.011489	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.011495	0	1	0	0	0	1	0	0	0	0	
symbB.v1.2.011517	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.011527	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.011542	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011543	0	0	0	1	0	0	0	0	0	1	
symbB.v1.2.011553	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011565	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011571	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011572	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.011574	0	1	1	0	0	0	0	0	0	1	
symbB.v1.2.011590	3	3	2	1	1	3	3	1	0	3	
symbB.v1.2.011597	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.011603	0	0	0	0	0	0	0	0	1	0	
