	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
symbB.v1.2.003689	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.003713	0	0	1	0	0	0	0	0	0	1	
symbB.v1.2.003714	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.003715	1	3	0	1	1	2	0	3	3	4	
symbB.v1.2.003763	4	6	5	2	3	1	1	2	5	3	
symbB.v1.2.003764	3	1	0	0	1	0	0	0	1	2	
symbB.v1.2.003770	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.003775	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003777	8	9	4	1	4	3	11	12	6	5	
symbB.v1.2.003779	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.003795	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003800	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.003814	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.003818	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.003820	2	1	1	5	0	3	2	10	3	2	
symbB.v1.2.003831	0	0	1	0	0	2	1	0	1	2	
symbB.v1.2.003833	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003838	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.003849	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003852	6	2	5	3	4	1	3	1	3	4	
symbB.v1.2.003861	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003869	0	0	0	0	0	2	0	1	1	0	
symbB.v1.2.003872	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003875	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.003879	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.003880	1	3	1	0	2	0	3	2	1	0	
symbB.v1.2.003882	1	0	0	0	0	0	0	1	2	0	
symbB.v1.2.003914	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.003915	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003922	1	1	0	1	0	0	1	0	2	0	
symbB.v1.2.003940	0	0	0	0	0	0	1	0	1	0	
symbB.v1.2.003950	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.003966	0	1	0	0	0	0	1	1	0	0	
symbB.v1.2.003972	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.003986	1	0	0	0	0	0	0	0	1	0	
symbB.v1.2.004004	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004028	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004029	0	0	0	0	0	0	2	3	0	0	
symbB.v1.2.004042	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004043	0	0	0	0	0	0	0	1	0	1	
symbB.v1.2.004052	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004058	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004063	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004064	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004074	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004081	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004087	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004091	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.004112	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004125	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004200	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.004214	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004238	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.004245	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004246	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004247	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004251	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004252	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004256	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004265	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004267	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004273	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004279	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004284	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.004292	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004313	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004319	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004323	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004331	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004333	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004348	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.004353	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004354	1	0	0	0	0	0	1	2	0	0	
symbB.v1.2.004363	0	2	1	1	1	0	1	1	0	1	
symbB.v1.2.004372	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004418	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004437	0	0	0	1	0	0	0	0	0	0	
symbB.v1.2.004462	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.004468	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004469	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004471	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004516	1	0	2	0	2	0	2	1	3	1	
symbB.v1.2.004540	0	0	2	1	0	0	0	1	1	0	
symbB.v1.2.004541	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004545	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.004583	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004592	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004601	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004617	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004621	3	3	7	5	3	2	1	4	4	3	
symbB.v1.2.004640	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.004643	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.004647	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004653	0	0	0	0	0	0	2	2	0	0	
symbB.v1.2.004657	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004660	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004672	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004681	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004683	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.004701	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004705	3	6	8	4	9	7	10	5	6	4	
symbB.v1.2.004711	1	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004713	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004715	0	1	0	0	1	1	0	0	0	0	
symbB.v1.2.004716	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004736	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004740	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.004744	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004745	0	1	0	0	1	0	0	0	0	1	
symbB.v1.2.004746	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004747	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.004773	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004780	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004789	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004792	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004798	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004811	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.004817	0	0	1	0	0	0	0	1	1	1	
symbB.v1.2.004821	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004823	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004829	6	3	3	0	4	3	4	2	5	2	
symbB.v1.2.004834	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004836	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004843	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004844	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.004847	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004873	17	12	19	16	9	15	15	21	10	14	
symbB.v1.2.004874	2	5	6	1	1	3	2	4	1	4	
symbB.v1.2.004875	0	2	0	0	0	1	2	0	0	1	
symbB.v1.2.004883	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004885	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004891	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.004907	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.004919	6	1	0	1	0	2	1	8	5	3	
symbB.v1.2.004936	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004941	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004943	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.004960	0	1	0	0	0	1	1	0	0	0	
symbB.v1.2.004969	3	2	1	1	2	3	4	6	0	2	
symbB.v1.2.004976	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004979	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.004980	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.004983	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.004986	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004987	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.004999	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.005004	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005047	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005075	27	26	25	13	30	21	23	15	19	18	
symbB.v1.2.005077	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005091	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005092	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005094	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.005104	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.005105	6	4	7	3	5	7	3	5	5	2	
symbB.v1.2.005128	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005133	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005149	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.005151	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005162	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005190	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005197	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.005231	16	28	23	14	14	26	13	28	20	21	
symbB.v1.2.005232	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005242	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005251	0	0	0	0	0	0	3	0	0	0	
symbB.v1.2.005260	0	0	1	0	0	1	1	0	0	0	
symbB.v1.2.005275	1	2	1	0	0	1	0	0	0	0	
symbB.v1.2.005277	6	1	6	1	2	3	6	2	6	3	
symbB.v1.2.005282	58	69	51	36	54	57	72	56	78	70	
symbB.v1.2.005284	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005294	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005298	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.005331	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005343	0	0	0	0	0	0	1	3	0	1	
symbB.v1.2.005360	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005376	1	1	0	0	0	0	0	1	0	3	
symbB.v1.2.005387	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.005392	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005393	0	0	0	0	0	0	1	0	0	1	
symbB.v1.2.005401	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005404	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005409	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005419	1	1	0	0	0	0	0	0	0	0	
symbB.v1.2.005434	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005436	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.005447	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005449	0	0	1	0	1	1	2	0	0	1	
symbB.v1.2.005465	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.005466	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005468	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005475	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005483	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005528	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005543	6	4	7	3	5	2	12	6	9	7	
symbB.v1.2.005561	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005564	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005579	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.005581	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005587	3	4	1	2	0	1	2	2	2	2	
symbB.v1.2.005596	1	0	1	0	0	0	0	0	0	0	
symbB.v1.2.005598	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005601	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005624	4	1	3	1	0	2	2	1	0	0	
symbB.v1.2.005627	2	1	1	0	0	1	1	2	1	0	
symbB.v1.2.005649	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005659	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005679	0	1	0	0	0	1	0	1	0	0	
symbB.v1.2.005685	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005735	0	0	1	0	0	0	1	0	1	0	
symbB.v1.2.005740	12	9	7	5	8	10	6	15	9	6	
symbB.v1.2.005751	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005752	0	0	0	1	0	0	0	0	0	0	
symbB.v1.2.005765	0	0	1	0	0	0	2	2	0	1	
symbB.v1.2.005769	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005778	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005785	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005786	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005787	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005797	0	0	1	0	0	0	0	0	0	1	
symbB.v1.2.005798	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005811	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005830	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005833	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.005840	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.005841	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005846	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005848	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.005851	1	1	2	0	2	1	2	0	3	2	
symbB.v1.2.005853	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.005857	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005877	0	3	0	1	0	2	0	0	0	0	
symbB.v1.2.005879	0	0	0	0	0	0	0	1	0	1	
symbB.v1.2.005898	38	81	57	41	36	74	45	69	36	62	
symbB.v1.2.005906	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.005925	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005928	3	10	7	3	5	1	11	4	2	5	
symbB.v1.2.005929	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.005933	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.005943	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005944	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.005947	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005955	0	1	1	0	0	1	0	1	0	0	
symbB.v1.2.005962	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.005966	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005968	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.005986	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.005991	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.005999	1	0	0	0	0	0	1	2	0	0	
symbB.v1.2.006004	0	1	0	0	2	0	0	2	0	0	
symbB.v1.2.006005	2	2	1	0	2	0	1	1	1	1	
symbB.v1.2.006006	0	1	1	0	0	0	0	0	0	0	
symbB.v1.2.006021	0	0	0	0	0	0	0	4	0	0	
symbB.v1.2.006024	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006025	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006027	3	0	1	2	2	0	0	0	1	1	
symbB.v1.2.006073	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006082	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006093	0	0	0	0	0	0	1	0	0	1	
symbB.v1.2.006139	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006157	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006204	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.006208	0	0	0	0	1	0	3	2	1	2	
symbB.v1.2.006209	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006212	4	12	13	7	9	12	7	10	2	16	
symbB.v1.2.006213	17	30	18	7	12	28	13	16	14	25	
symbB.v1.2.006260	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.006279	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.006283	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006284	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006287	0	0	0	0	1	1	1	3	0	2	
symbB.v1.2.006293	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006303	1	3	2	3	2	1	3	2	2	2	
symbB.v1.2.006321	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006324	1	0	0	0	0	0	1	1	0	0	
symbB.v1.2.006330	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.006332	0	1	0	0	0	0	0	2	0	0	
symbB.v1.2.006337	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006338	0	1	0	0	0	2	2	0	1	0	
symbB.v1.2.006349	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006373	0	2	0	2	0	0	1	0	1	2	
symbB.v1.2.006381	0	0	0	2	0	0	1	0	0	1	
symbB.v1.2.006404	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.006405	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006408	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006414	0	0	0	0	0	0	1	0	0	1	
symbB.v1.2.006415	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.006434	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.006441	0	0	0	0	0	0	1	0	1	0	
symbB.v1.2.006444	0	1	0	0	0	0	2	2	0	1	
symbB.v1.2.006479	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006489	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006501	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006508	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006515	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006518	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.006530	5	2	3	4	1	6	1	4	3	1	
symbB.v1.2.006531	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.006565	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006588	0	0	0	0	0	0	2	2	0	0	
symbB.v1.2.006604	2	0	1	1	2	3	3	2	0	1	
symbB.v1.2.006622	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006624	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006632	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.006643	10	5	9	4	8	6	6	8	7	7	
symbB.v1.2.006653	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006667	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006673	1	1	2	2	0	1	0	3	1	0	
symbB.v1.2.006676	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006684	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006685	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.006708	1	0	0	0	0	0	1	0	1	0	
symbB.v1.2.006723	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006725	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006740	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006748	0	0	0	0	0	0	2	2	0	0	
symbB.v1.2.006767	0	0	0	0	0	0	0	1	0	1	
symbB.v1.2.006782	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006785	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006792	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006813	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006815	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.006833	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006849	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006853	4	4	2	0	4	2	4	4	4	2	
symbB.v1.2.006873	1	1	0	0	0	0	0	1	1	0	
symbB.v1.2.006874	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006875	3	1	1	0	0	5	1	1	0	1	
symbB.v1.2.006881	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006882	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006884	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006885	0	1	1	0	0	0	1	0	0	0	
symbB.v1.2.006886	1	2	1	0	2	0	0	0	0	0	
symbB.v1.2.006889	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.006891	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.006894	1	0	0	0	0	0	2	0	0	0	
symbB.v1.2.006895	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.006896	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.006920	0	0	0	1	0	1	0	0	0	1	
symbB.v1.2.006925	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006936	1	0	4	2	0	2	0	1	0	0	
symbB.v1.2.006948	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006951	2	3	0	2	0	1	0	3	2	4	
symbB.v1.2.006959	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.006962	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.006981	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.007024	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007066	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007069	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.007075	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.007104	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.007106	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.007116	0	1	0	0	1	1	0	0	1	0	
symbB.v1.2.007117	0	1	0	0	0	0	1	0	0	0	
symbB.v1.2.007126	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.007128	0	0	0	0	0	0	3	1	0	0	
symbB.v1.2.007136	1	1	2	0	4	0	0	2	1	1	
symbB.v1.2.007148	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007167	3	2	3	1	1	3	1	0	1	1	
symbB.v1.2.007169	13	14	13	9	15	11	12	12	18	16	
symbB.v1.2.007184	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007196	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007201	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.007203	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.007224	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007236	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007249	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007269	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.007307	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007309	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007316	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007319	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.007322	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.007333	0	1	0	0	1	0	1	3	0	3	
symbB.v1.2.007342	1	0	1	3	1	2	2	1	2	0	
symbB.v1.2.007349	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007350	1	0	0	0	0	1	3	0	0	1	
symbB.v1.2.007351	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.007369	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007375	2	1	1	0	1	0	0	0	0	2	
symbB.v1.2.007380	0	0	0	4	1	1	1	1	1	0	
symbB.v1.2.007381	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007405	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007442	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007463	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007477	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007484	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007486	0	0	0	0	0	0	0	3	0	0	
symbB.v1.2.007494	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.007512	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.007515	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.007538	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007567	1	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007586	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.007627	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.007628	1	1	2	1	1	2	1	2	0	2	
symbB.v1.2.007631	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.007636	13	14	13	6	15	11	11	6	15	16	
symbB.v1.2.007650	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.007651	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007652	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.007653	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007661	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007664	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007672	14	15	10	8	9	11	7	18	13	17	
symbB.v1.2.007679	5	3	4	4	5	4	2	2	2	7	
symbB.v1.2.007682	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.007689	0	1	0	0	1	0	0	0	0	0	
symbB.v1.2.007693	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.007694	0	0	1	0	0	0	0	0	1	0	
symbB.v1.2.007699	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.007702	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.007748	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007749	0	1	0	0	1	2	0	1	0	0	
symbB.v1.2.007765	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007768	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007777	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.007797	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.007798	1	1	0	0	0	0	0	0	0	0	
