baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AIPGENE10	2.28494528857102	0.0171850347981014	0.715146052800794	0.0240301050824486	0.980828595253004	NA
AIPGENE1000	0.769765589149267	0.238480050087508	1.12170628239405	0.212604719997219	0.831635289587655	NA
AIPGENE10000	86.5127019267104	-0.491861425982922	0.132413174095334	-3.71459584247105	0.000203528721018492	0.00327647461073973
AIPGENE10001	2.0468810292739	0.0276690870579667	0.727588402271572	0.03802848832057	0.969664968056091	NA
AIPGENE10002	96.2520550071694	0.261337731733105	0.127207757553995	2.05441662331149	0.0399353855118039	0.168774220058796
AIPGENE10003	2.85028761126593	-1.97315361049136	0.914957248262917	-2.15655279439282	0.0310405260086087	NA
AIPGENE10004	18.2824632329521	0.0951642239533497	0.282256433578112	0.337155198721143	0.735999908243037	0.881798393903929
AIPGENE10005	3.50790626116556	-0.247439398395971	0.607476548483952	-0.407323375714656	0.683770496376166	NA
AIPGENE10006	9.97818355677142	0.338176545689503	0.320956297891758	1.05365293627468	0.292041843651926	0.562201063989316
AIPGENE10007	35.341929091306	-0.461224880859655	0.198794766069555	-2.32010575519015	0.0203351570853947	0.106802877843734
AIPGENE10008	898.622375512106	-0.932700106441852	0.173232147545797	-5.38410520019255	7.28059152159449e-08	4.44476508140115e-06
AIPGENE10009	2.43055849933261	-0.163676339013538	0.666655522086832	-0.245518612822979	0.806054898178147	NA
AIPGENE1001	0.923998311849849	-0.267541669230599	1.15634114997192	-0.231369150217559	0.81702802955123	NA
AIPGENE10010	64.4137279680422	0.069064257357608	0.147430475721601	0.468453059108519	0.639460631926871	0.824202215585657
AIPGENE10011	0.825481167809394	-0.2452949691697	1.21060936897617	-0.202621072871053	0.839431217875397	NA
AIPGENE10012	65.0271272132697	0.149324558821694	0.148103695905158	1.00824329810998	0.313337676430706	0.582466117838931
AIPGENE10013	0.0834377071887866	0.60363783214252	3.86417875687641	0.156213744270586	0.875864543374023	NA
AIPGENE10014	17.5297905886566	-0.813814340451735	0.279662592885552	-2.90998639487254	0.00361444489711198	0.0303633068604802
AIPGENE10015	1.34859763569309	0.634295817326888	0.875977024785809	0.724100974545519	0.469003746344958	NA
AIPGENE10016	16.6634657698631	0.491747730187531	0.269153488584034	1.82701600032949	0.0676973636998681	0.238921914402961
AIPGENE10017	4.63421401542608	0.619497734023423	0.489260942382879	1.26619086127383	0.20544475855613	NA
AIPGENE10018	0.695930899988438	-2.33224675230344	1.37296137045172	-1.69869801328505	0.0893760979759524	NA
AIPGENE10019	3.02403370026457	-1.00021853118952	0.627117940001742	-1.59494485389262	0.110724568139934	NA
AIPGENE1002	4.04597951650383	-0.160329983838527	0.549584723714026	-0.291729331112112	0.770493581253598	NA
AIPGENE10020	168.556500695358	-0.740566493865656	0.119810093164358	-6.1811695017191	6.36284524919084e-10	7.19877134064417e-08
AIPGENE10021	2.74378063977102	1.02677719897085	0.698584961901486	1.46979573705116	0.141617084074625	NA
AIPGENE10022	18.5410778820288	-0.48034672978636	0.239103319395887	-2.00895048634203	0.0445423849871103	0.180766064598967
AIPGENE10023	0.18350927530753	-0.550512113984977	2.39568904137576	-0.22979280886506	0.818252772908122	NA
AIPGENE10024	33.0303699822836	0.172354397371931	0.215003895413838	0.801633835704162	0.422764799160425	0.676106183398783
AIPGENE10025	1769.36023451134	0.544101190855051	0.140492634825804	3.87280935779785	0.000107587983251055	0.00197730999918333
AIPGENE10026	0.508154674693373	2.11974669819889	1.43939391704776	1.47266615003247	0.140841078272709	NA
AIPGENE10027	0.272890819907456	-1.52164064436702	1.79257982390965	-0.848855166208608	0.395961888877439	NA
AIPGENE10028	7.21088438381703	-0.611404672195582	0.406632892250175	-1.50357898696356	0.132689805003877	0.362742335470585
AIPGENE10029	1042.04704110012	-1.49769615595074	0.289402822071792	-5.17512630052796	2.2775685901486e-07	1.21064551093589e-05
AIPGENE1003	9.9017266052184	-0.205289095971562	0.361864933240131	-0.567308620189879	0.570504521441649	0.781717973157602
AIPGENE10030	5.5860854099144	-0.0209363585720096	0.45815188324412	-0.0456974189951195	0.963551421005632	NA
AIPGENE10031	39.7922891608111	0.0824593663815716	0.180636876287819	0.456492428767337	0.648035914051575	0.828963039380496
AIPGENE10033	9.45227820527115	0.399133876799979	0.354382375004709	1.12628026942558	0.260046906546452	0.527276956844928
AIPGENE10034	46.960397749485	-1.4264915871275	0.210552874349059	-6.7749803536884	1.24423166501177e-11	2.43553410998813e-09
AIPGENE10035	51.3181594089395	-0.0497855017463184	0.163266280682122	-0.30493437798862	0.760416132040163	0.893942015283059
AIPGENE10036	369.848346471284	0.371101306280173	0.0937807930211643	3.95711418431303	7.58606739868369e-05	0.00149682213056908
AIPGENE10037	1.3713198665399	-0.26780798284322	0.8425978641323	-0.317836057084012	0.750609298205006	NA
AIPGENE10038	72.7761163817677	0.253351254333031	0.143877487872918	1.76088183133144	0.0782584056580318	0.261990679480136
AIPGENE10039	0.43391856533837	0.0265642878085437	1.61793073374516	0.0164186805123932	0.986900376863988	NA
AIPGENE1004	0.930847409262388	0.235251903557014	1.06594697288681	0.22069756708432	0.825327925942584	NA
AIPGENE10040	4.46911225834672	0.735300076154411	0.500290827382252	1.4697452679711	0.141630757536367	NA
AIPGENE10041	40.4979505166853	0.279925346004646	0.18753863024202	1.49262765566433	0.135534679956887	0.366480179007898
AIPGENE10042	9.02128475792559	0.523259233270846	0.42077731038088	1.24355382374872	0.213663819917542	0.475013922340567
