	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene15124.mRNA1	4	14	11	8	6	9	6	6	3	14	
Slin_CCMP2456.gene15125.mRNA1	1	2	1	0	0	5	0	3	0	1	
Slin_CCMP2456.gene15126.mRNA1	0	0	0	1	0	0	2	0	0	0	
Slin_CCMP2456.gene15127.mRNA1	0	3	1	2	0	0	1	2	0	2	
Slin_CCMP2456.gene1513.mRNA1	1	3	2	0	0	2	0	2	1	1	
Slin_CCMP2456.gene15135.mRNA1	0	0	1	2	0	1	0	0	0	0	
Slin_CCMP2456.gene15136.mRNA1	0	1	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene15137.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15138.mRNA1	0	1	1	0	2	0	1	2	2	1	
Slin_CCMP2456.gene15141.mRNA1	0	1	0	0	1	1	0	2	1	0	
Slin_CCMP2456.gene15142.mRNA1	10	15	12	15	5	17	9	16	10	10	
Slin_CCMP2456.gene15143.mRNA1	7	11	6	7	6	6	6	11	5	12	
Slin_CCMP2456.gene15145.mRNA1	1	6	2	1	2	2	0	4	2	3	
Slin_CCMP2456.gene15147.mRNA1	0	0	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15152.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15153.mRNA1	2	6	5	3	7	4	2	4	3	6	
Slin_CCMP2456.gene15154.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene15156.mRNA1	0	2	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15157.mRNA1	0	0	0	2	0	1	1	0	1	2	
Slin_CCMP2456.gene15158.mRNA1	0	1	1	0	1	0	1	1	1	0	
Slin_CCMP2456.gene15163.mRNA1	2	3	2	4	0	1	1	0	1	3	
Slin_CCMP2456.gene15166.mRNA1	2	3	5	0	1	3	1	3	3	3	
Slin_CCMP2456.gene15168.mRNA1	5	1	0	0	1	0	1	1	0	0	
Slin_CCMP2456.gene15172.mRNA1	0	0	0	0	1	1	0	0	0	0	
Slin_CCMP2456.gene15175.mRNA1	2	3	4	3	4	3	1	4	5	3	
Slin_CCMP2456.gene15182.mRNA1	0	1	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene15183.mRNA1	1	2	3	2	4	1	1	1	2	4	
Slin_CCMP2456.gene15184.mRNA1	1	6	8	2	3	2	6	6	6	8	
Slin_CCMP2456.gene15186.mRNA1	4	2	4	0	1	3	0	3	3	2	
Slin_CCMP2456.gene15187.mRNA1	0	1	1	1	0	0	1	0	0	1	
Slin_CCMP2456.gene1519.mRNA1	0	0	0	0	0	0	1	1	1	0	
Slin_CCMP2456.gene15190.mRNA1	0	0	0	1	0	1	0	0	0	1	
Slin_CCMP2456.gene15191.mRNA1	1	3	2	0	1	1	1	0	0	1	
Slin_CCMP2456.gene15194.mRNA1	6	3	4	2	4	5	6	4	2	8	
Slin_CCMP2456.gene15195.mRNA1	1	0	0	0	1	1	1	2	0	0	
Slin_CCMP2456.gene15196.mRNA1	1	0	1	0	1	0	0	0	0	0	
Slin_CCMP2456.gene15198.mRNA1	7	19	14	10	11	13	9	22	8	12	
Slin_CCMP2456.gene152.mRNA1	2	2	0	0	1	0	0	1	1	1	
Slin_CCMP2456.gene15204.mRNA1	0	1	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15206.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene15220.mRNA1	3	11	8	7	8	9	10	10	5	4	
Slin_CCMP2456.gene15221.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15222.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15223.mRNA1	0	0	0	1	2	2	3	1	0	0	
Slin_CCMP2456.gene15224.mRNA1	0	1	0	0	1	1	0	1	1	2	
Slin_CCMP2456.gene15228.mRNA1	1	0	1	0	0	0	0	2	1	1	
Slin_CCMP2456.gene1523.mRNA1	0	1	3	0	0	1	0	1	0	0	
Slin_CCMP2456.gene15230.mRNA1	7	23	9	5	5	11	7	12	12	3	
Slin_CCMP2456.gene15231.mRNA1	1	4	7	4	4	3	3	5	3	4	
Slin_CCMP2456.gene15232.mRNA1	2	0	1	1	0	0	1	4	0	1	
Slin_CCMP2456.gene15233.mRNA1	1	2	2	0	1	1	0	1	0	2	
Slin_CCMP2456.gene15234.mRNA1	1	6	3	1	2	4	4	7	1	2	
Slin_CCMP2456.gene15235.mRNA1	3	18	12	9	5	11	3	15	6	7	
Slin_CCMP2456.gene15236.mRNA1	8	6	9	3	4	6	4	12	4	7	
Slin_CCMP2456.gene15238.mRNA1	0	0	1	0	1	0	0	0	0	0	
Slin_CCMP2456.gene1524.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15241.mRNA1	0	1	1	0	0	0	0	1	1	0	
Slin_CCMP2456.gene15243.mRNA1	0	1	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene15253.mRNA1	0	0	0	0	0	0	0	1	1	0	
Slin_CCMP2456.gene15254.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15256.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15259.mRNA1	2	5	4	3	3	2	2	2	1	0	
Slin_CCMP2456.gene1526.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15260.mRNA1	5	3	0	2	0	5	2	3	1	1	
Slin_CCMP2456.gene15261.mRNA1	0	2	1	2	0	1	1	2	1	1	
Slin_CCMP2456.gene15264.mRNA1	0	0	0	0	0	0	0	0	0	2	
Slin_CCMP2456.gene15265.mRNA1	1	0	3	0	1	4	1	2	4	1	
Slin_CCMP2456.gene15267.mRNA1	0	1	0	1	0	1	0	0	2	0	
Slin_CCMP2456.gene15268.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15270.mRNA1	0	0	1	0	0	0	0	0	0	3	
Slin_CCMP2456.gene15272.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15273.mRNA1	18	31	18	18	19	30	14	26	16	17	
Slin_CCMP2456.gene15275.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15276.mRNA1	2	5	2	2	2	5	4	5	2	3	
Slin_CCMP2456.gene15277.mRNA1	1	0	0	2	1	0	0	1	0	1	
Slin_CCMP2456.gene15280.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene15281.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15282.mRNA1	1	6	1	1	2	3	1	2	2	7	
Slin_CCMP2456.gene15284.mRNA1	0	1	2	0	1	0	1	0	0	0	
Slin_CCMP2456.gene15289.mRNA1	4	6	2	2	3	2	5	7	4	4	
Slin_CCMP2456.gene15291.mRNA1	1	1	1	0	0	0	4	2	2	4	
Slin_CCMP2456.gene15296.mRNA1	2	3	5	4	2	4	2	6	0	3	
Slin_CCMP2456.gene15298.mRNA1	0	0	0	0	0	2	0	0	0	0	
Slin_CCMP2456.gene153.mRNA1	0	0	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene1530.mRNA1	1	2	0	0	1	0	2	1	0	0	
Slin_CCMP2456.gene15300.mRNA1	0	0	0	0	1	1	1	2	0	1	
Slin_CCMP2456.gene15301.mRNA1	12	20	11	6	8	6	9	14	6	9	
Slin_CCMP2456.gene15302.mRNA1	2	7	6	2	5	4	3	2	0	6	
Slin_CCMP2456.gene1531.mRNA1	0	0	2	0	0	1	0	1	0	0	
Slin_CCMP2456.gene15311.mRNA1	5	4	5	3	3	6	3	5	4	4	
Slin_CCMP2456.gene15315.mRNA1	2	1	2	1	2	1	3	2	2	1	
Slin_CCMP2456.gene15316.mRNA1	12	27	17	11	14	25	13	21	11	31	
Slin_CCMP2456.gene15317.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15322.mRNA1	9	16	5	4	7	9	11	17	12	13	
Slin_CCMP2456.gene15323.mRNA1	0	0	0	0	0	1	0	0	2	0	
Slin_CCMP2456.gene15324.mRNA1	5	8	4	3	1	7	5	11	5	5	
Slin_CCMP2456.gene15325.mRNA1	0	1	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene15326.mRNA1	12	12	9	5	5	18	9	17	8	15	
Slin_CCMP2456.gene1533.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15331.mRNA1	0	1	2	1	0	1	2	1	1	3	
Slin_CCMP2456.gene15334.mRNA1	1	1	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15339.mRNA1	33	32	41	24	26	38	34	40	24	15	
Slin_CCMP2456.gene15345.mRNA1	4	12	5	4	6	4	3	5	5	7	
Slin_CCMP2456.gene15346.mRNA1	2	4	2	3	1	3	1	3	0	2	
Slin_CCMP2456.gene15347.mRNA1	19	15	22	8	13	23	12	23	23	18	
Slin_CCMP2456.gene15349.mRNA1	5	11	8	2	5	9	6	14	7	8	
Slin_CCMP2456.gene15350.mRNA1	0	0	2	1	2	0	3	0	0	5	
Slin_CCMP2456.gene15351.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15352.mRNA1	0	0	0	2	0	1	0	1	2	1	
Slin_CCMP2456.gene15354.mRNA1	1	0	2	0	0	0	0	0	2	0	
Slin_CCMP2456.gene15355.mRNA1	1	1	1	3	0	1	0	0	1	0	
Slin_CCMP2456.gene15359.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene1536.mRNA1	4	7	4	0	0	3	1	3	1	3	
Slin_CCMP2456.gene15360.mRNA1	0	2	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15363.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15364.mRNA1	1	0	0	1	3	2	1	2	0	3	
Slin_CCMP2456.gene15366.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene15373.mRNA1	2	7	4	1	0	4	3	7	1	0	
Slin_CCMP2456.gene15374.mRNA1	1	3	1	2	2	4	0	4	2	3	
Slin_CCMP2456.gene15375.mRNA1	1	1	1	0	1	1	0	0	0	1	
Slin_CCMP2456.gene15376.mRNA1	0	1	0	0	0	1	1	2	0	0	
Slin_CCMP2456.gene15379.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene1538.mRNA1	0	9	4	0	2	1	0	0	0	2	
Slin_CCMP2456.gene15380.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene15381.mRNA1	26	64	53	33	32	66	42	62	33	46	
Slin_CCMP2456.gene15382.mRNA1	0	3	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15384.mRNA1	2	1	0	0	0	0	1	0	1	1	
Slin_CCMP2456.gene15387.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15388.mRNA1	1	3	1	0	0	1	0	3	0	0	
Slin_CCMP2456.gene15389.mRNA1	3	3	0	1	2	4	0	0	2	1	
Slin_CCMP2456.gene1539.mRNA1	3	1	2	2	3	1	2	1	1	3	
Slin_CCMP2456.gene15392.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15393.mRNA1	4	3	5	5	3	8	6	12	1	5	
Slin_CCMP2456.gene15394.mRNA1	0	0	1	0	0	1	0	0	1	0	
Slin_CCMP2456.gene154.mRNA1	2	3	2	0	0	2	0	0	0	1	
Slin_CCMP2456.gene15400.mRNA1	0	3	2	0	0	1	2	0	0	2	
Slin_CCMP2456.gene15401.mRNA1	8	21	11	10	5	13	11	24	10	18	
Slin_CCMP2456.gene15402.mRNA1	2	5	3	1	1	4	1	3	2	2	
Slin_CCMP2456.gene15403.mRNA1	1	3	1	1	1	1	0	2	1	0	
Slin_CCMP2456.gene15404.mRNA1	1	6	1	3	0	0	0	3	0	1	
Slin_CCMP2456.gene15405.mRNA1	0	0	0	0	0	1	0	0	0	1	
Slin_CCMP2456.gene15406.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15407.mRNA1	0	1	0	1	0	4	1	0	1	1	
Slin_CCMP2456.gene15408.mRNA1	1	0	0	0	0	0	1	0	0	3	
Slin_CCMP2456.gene15410.mRNA1	1	2	0	0	0	0	2	1	1	0	
Slin_CCMP2456.gene15412.mRNA1	4	10	15	6	7	11	8	11	4	12	
Slin_CCMP2456.gene15413.mRNA1	8	3	11	7	7	11	4	9	7	9	
Slin_CCMP2456.gene15415.mRNA1	14	20	22	9	22	22	15	21	22	14	
Slin_CCMP2456.gene15424.mRNA1	2	11	5	3	9	9	5	8	6	5	
Slin_CCMP2456.gene15427.mRNA1	0	1	1	1	0	0	3	1	0	0	
Slin_CCMP2456.gene15428.mRNA1	6	5	3	3	1	2	1	2	2	2	
Slin_CCMP2456.gene15429.mRNA1	2	1	1	0	1	1	3	1	1	0	
Slin_CCMP2456.gene1543.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15430.mRNA1	1	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene15431.mRNA1	5	3	2	1	0	5	2	1	3	2	
Slin_CCMP2456.gene15434.mRNA1	0	0	3	0	0	2	2	2	1	0	
Slin_CCMP2456.gene15435.mRNA1	9	13	10	1	6	9	3	12	4	11	
Slin_CCMP2456.gene15437.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15438.mRNA1	2	2	2	0	1	6	0	2	1	3	
Slin_CCMP2456.gene15439.mRNA1	0	1	0	2	0	0	1	0	0	1	
Slin_CCMP2456.gene15442.mRNA1	0	0	0	0	0	0	0	0	2	1	
Slin_CCMP2456.gene15443.mRNA1	1	4	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15444.mRNA1	0	2	1	0	1	1	0	1	1	0	
Slin_CCMP2456.gene15445.mRNA1	0	1	1	0	1	2	1	2	1	0	
Slin_CCMP2456.gene15446.mRNA1	2	2	0	2	0	0	1	0	0	0	
Slin_CCMP2456.gene15448.mRNA1	3	1	2	1	1	0	0	4	1	2	
Slin_CCMP2456.gene15449.mRNA1	0	0	2	1	0	1	0	1	0	0	
Slin_CCMP2456.gene15452.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene15457.mRNA1	3	6	2	1	1	4	4	1	4	0	
Slin_CCMP2456.gene15459.mRNA1	0	1	0	1	1	0	0	0	0	0	
Slin_CCMP2456.gene1546.mRNA1	1	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15461.mRNA1	1	0	0	0	1	0	2	1	0	0	
Slin_CCMP2456.gene15464.mRNA1	0	1	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15469.mRNA1	15	15	15	8	10	12	4	10	7	10	
Slin_CCMP2456.gene15470.mRNA1	13	35	24	13	15	28	21	35	13	24	
Slin_CCMP2456.gene15471.mRNA1	1	0	0	0	1	0	0	1	1	0	
Slin_CCMP2456.gene15472.mRNA1	0	0	1	1	1	0	1	1	0	2	
Slin_CCMP2456.gene15473.mRNA1	3	3	3	4	4	6	3	5	4	2	
Slin_CCMP2456.gene15474.mRNA1	2	3	2	0	1	1	0	3	2	0	
Slin_CCMP2456.gene15476.mRNA1	2	2	0	0	1	0	2	4	0	3	
Slin_CCMP2456.gene15480.mRNA1	2	2	1	0	0	1	0	2	0	2	
Slin_CCMP2456.gene15483.mRNA1	1	2	0	3	0	3	3	1	0	0	
Slin_CCMP2456.gene15489.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene1549.mRNA1	22	35	26	26	18	31	19	28	19	29	
Slin_CCMP2456.gene15490.mRNA1	1	2	2	0	2	2	1	2	0	3	
Slin_CCMP2456.gene15491.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene15497.mRNA1	0	2	2	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15499.mRNA1	2	8	3	3	2	7	2	4	1	1	
Slin_CCMP2456.gene155.mRNA1	10	13	17	4	5	13	6	12	8	16	
Slin_CCMP2456.gene1550.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15500.mRNA1	0	0	1	0	0	2	0	2	1	1	
Slin_CCMP2456.gene15501.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15502.mRNA1	10	7	8	3	4	9	5	4	7	6	
Slin_CCMP2456.gene15503.mRNA1	5	8	13	2	5	11	2	7	3	12	
Slin_CCMP2456.gene15504.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15505.mRNA1	2	3	2	5	3	7	2	4	1	2	
Slin_CCMP2456.gene15506.mRNA1	1	3	1	1	0	5	2	2	2	0	
Slin_CCMP2456.gene15507.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15509.mRNA1	0	3	5	1	3	1	5	4	2	3	
Slin_CCMP2456.gene1551.mRNA1	0	0	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene15512.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15514.mRNA1	0	0	2	0	1	1	1	0	0	0	
Slin_CCMP2456.gene1552.mRNA1	6	8	2	2	1	4	1	6	2	11	
Slin_CCMP2456.gene15524.mRNA1	1	2	0	1	0	0	1	2	3	1	
Slin_CCMP2456.gene1553.mRNA1	2	7	3	2	5	5	3	5	2	7	
Slin_CCMP2456.gene15534.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15535.mRNA1	5	2	4	0	1	1	2	5	2	2	
Slin_CCMP2456.gene15536.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15538.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene1554.mRNA1	1	0	1	0	0	2	0	0	0	0	
Slin_CCMP2456.gene15542.mRNA1	0	0	0	0	1	0	1	0	0	0	
Slin_CCMP2456.gene15543.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene15544.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15548.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15549.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene1555.mRNA1	3	6	9	7	8	7	4	7	9	10	
Slin_CCMP2456.gene15550.mRNA1	1	2	3	3	2	5	3	3	1	2	
Slin_CCMP2456.gene15551.mRNA1	1	2	2	2	1	4	0	1	3	4	
Slin_CCMP2456.gene15552.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15553.mRNA1	12	17	20	10	12	25	9	19	5	14	
Slin_CCMP2456.gene15554.mRNA1	2	9	6	6	8	7	3	9	2	6	
Slin_CCMP2456.gene15555.mRNA1	4	6	5	1	4	13	0	6	7	2	
Slin_CCMP2456.gene15556.mRNA1	1	1	0	1	3	0	2	1	2	1	
Slin_CCMP2456.gene1556.mRNA1	3	3	3	2	4	4	4	7	6	4	
Slin_CCMP2456.gene15562.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15563.mRNA1	1	3	2	1	1	1	4	4	1	5	
Slin_CCMP2456.gene15569.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15570.mRNA1	4	5	6	2	5	5	4	8	4	6	
Slin_CCMP2456.gene15571.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15575.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene15576.mRNA1	8	15	9	8	7	10	5	14	6	4	
Slin_CCMP2456.gene15578.mRNA1	1	2	4	0	0	2	1	1	1	1	
Slin_CCMP2456.gene1558.mRNA1	3	0	1	1	1	3	0	1	1	1	
Slin_CCMP2456.gene15580.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15583.mRNA1	0	0	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene15585.mRNA1	0	1	0	1	0	0	0	1	0	1	
Slin_CCMP2456.gene15586.mRNA1	0	0	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15587.mRNA1	0	1	0	0	0	1	1	4	1	2	
Slin_CCMP2456.gene15592.mRNA1	9	24	16	12	7	21	6	23	10	21	
Slin_CCMP2456.gene15593.mRNA1	1	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15594.mRNA1	3	1	0	0	1	1	0	0	0	1	
Slin_CCMP2456.gene15597.mRNA1	0	0	1	0	2	0	0	0	2	0	
Slin_CCMP2456.gene15598.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene1560.mRNA1	1	1	0	0	0	0	1	0	0	1	
Slin_CCMP2456.gene15605.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15607.mRNA1	16	22	21	8	13	30	22	23	15	14	
Slin_CCMP2456.gene15608.mRNA1	0	1	1	1	0	3	0	3	1	1	
Slin_CCMP2456.gene1561.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15619.mRNA1	1	0	1	0	0	1	0	1	1	0	
Slin_CCMP2456.gene1562.mRNA1	17	26	22	14	9	21	10	28	9	20	
Slin_CCMP2456.gene15620.mRNA1	9	16	13	14	17	22	8	16	9	10	
Slin_CCMP2456.gene15622.mRNA1	0	0	0	0	2	1	1	1	0	0	
Slin_CCMP2456.gene15624.mRNA1	2	3	1	6	3	3	3	5	0	2	
Slin_CCMP2456.gene15626.mRNA1	5	8	4	1	3	1	5	1	7	6	
Slin_CCMP2456.gene15627.mRNA1	2	1	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15628.mRNA1	0	0	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene1563.mRNA1	6	3	4	4	1	6	2	12	6	5	
Slin_CCMP2456.gene15631.mRNA1	3	3	0	1	3	2	5	2	0	5	
Slin_CCMP2456.gene15632.mRNA1	5	3	5	3	2	11	1	4	4	6	
Slin_CCMP2456.gene15633.mRNA1	0	2	0	0	0	1	4	1	0	0	
Slin_CCMP2456.gene15634.mRNA1	1	5	1	2	3	3	1	2	0	2	
Slin_CCMP2456.gene15638.mRNA1	1	1	0	1	0	3	0	1	1	1	
Slin_CCMP2456.gene15639.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene1564.mRNA1	0	0	0	0	0	2	0	0	0	0	
Slin_CCMP2456.gene15641.mRNA1	8	14	13	5	10	14	9	12	9	7	
Slin_CCMP2456.gene15644.mRNA1	2	6	6	3	2	6	5	6	3	6	
Slin_CCMP2456.gene15647.mRNA1	0	0	1	0	0	3	0	1	0	1	
Slin_CCMP2456.gene15648.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15649.mRNA1	1	2	0	1	1	3	1	0	0	2	
Slin_CCMP2456.gene15650.mRNA1	0	1	1	1	2	2	0	0	1	1	
Slin_CCMP2456.gene15652.mRNA1	0	2	0	1	0	1	0	3	0	1	
Slin_CCMP2456.gene15655.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15656.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene15658.mRNA1	1	0	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15659.mRNA1	2	5	4	2	1	4	3	3	1	4	
Slin_CCMP2456.gene1566.mRNA1	2	6	1	0	1	1	3	3	2	2	
Slin_CCMP2456.gene15660.mRNA1	0	1	0	0	2	0	0	1	0	0	
Slin_CCMP2456.gene15665.mRNA1	2	3	4	6	2	2	5	4	3	3	
Slin_CCMP2456.gene15666.mRNA1	2	1	0	1	1	1	0	0	0	3	
Slin_CCMP2456.gene15669.mRNA1	2	0	2	0	0	0	0	1	0	0	
Slin_CCMP2456.gene1567.mRNA1	1	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene15679.mRNA1	0	0	0	0	0	0	0	4	0	1	
Slin_CCMP2456.gene1568.mRNA1	0	0	0	1	1	0	0	0	0	1	
Slin_CCMP2456.gene15680.mRNA1	0	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15685.mRNA1	0	3	0	2	1	0	2	6	2	1	
Slin_CCMP2456.gene15686.mRNA1	2	2	3	3	1	2	1	2	3	4	
Slin_CCMP2456.gene15689.mRNA1	1	0	0	0	2	2	0	4	0	1	
Slin_CCMP2456.gene1569.mRNA1	0	0	1	1	0	1	0	2	0	0	
Slin_CCMP2456.gene15694.mRNA1	0	1	1	0	0	0	1	2	1	0	
Slin_CCMP2456.gene15695.mRNA1	2	1	1	0	2	3	0	0	2	1	
Slin_CCMP2456.gene15697.mRNA1	0	1	0	0	0	0	1	1	3	1	
Slin_CCMP2456.gene15698.mRNA1	0	0	0	0	0	2	0	0	0	1	
Slin_CCMP2456.gene15699.mRNA1	0	0	0	0	2	0	1	0	0	2	
Slin_CCMP2456.gene157.mRNA1	1	0	1	0	0	1	0	1	0	0	
Slin_CCMP2456.gene15700.mRNA1	1	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene15702.mRNA1	3	1	3	0	1	3	0	2	0	0	
Slin_CCMP2456.gene15703.mRNA1	12	15	14	5	4	14	11	12	4	10	
Slin_CCMP2456.gene15707.mRNA1	0	2	0	1	2	2	0	2	0	0	
Slin_CCMP2456.gene1571.mRNA1	0	0	0	1	0	1	0	1	0	1	
Slin_CCMP2456.gene15711.mRNA1	138	195	160	96	130	204	133	223	125	170	
Slin_CCMP2456.gene15713.mRNA1	0	1	2	1	0	3	0	2	1	1	
Slin_CCMP2456.gene15719.mRNA1	4	4	2	0	2	2	0	2	6	2	
Slin_CCMP2456.gene1572.mRNA1	0	2	3	0	2	2	3	2	1	1	
Slin_CCMP2456.gene15720.mRNA1	0	1	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15721.mRNA1	0	0	1	0	0	0	0	0	1	2	
Slin_CCMP2456.gene15723.mRNA1	2	3	2	1	0	2	2	1	6	5	
Slin_CCMP2456.gene15725.mRNA1	12	17	10	13	10	9	9	13	7	13	
Slin_CCMP2456.gene15726.mRNA1	2	2	0	1	0	1	1	0	0	3	
Slin_CCMP2456.gene15727.mRNA1	2	11	11	2	5	3	8	10	3	10	
Slin_CCMP2456.gene15729.mRNA1	0	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene15730.mRNA1	3	5	5	1	4	4	4	1	7	1	
Slin_CCMP2456.gene15732.mRNA1	2	3	4	1	1	2	3	5	3	4	
Slin_CCMP2456.gene15734.mRNA1	8	19	16	12	14	19	16	20	14	15	
Slin_CCMP2456.gene15735.mRNA1	0	1	0	0	1	0	0	3	0	0	
Slin_CCMP2456.gene15737.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15738.mRNA1	0	0	0	0	0	0	1	1	0	2	
Slin_CCMP2456.gene1574.mRNA1	3	6	5	1	5	7	2	2	2	2	
Slin_CCMP2456.gene15740.mRNA1	1	0	0	0	0	1	1	1	2	0	
Slin_CCMP2456.gene15741.mRNA1	0	0	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene15743.mRNA1	0	0	0	1	0	0	0	1	1	0	
Slin_CCMP2456.gene15746.mRNA1	0	1	0	0	0	1	0	2	1	1	
