gene,pval
isogroup10,0.60663093718619
isogroup10000,-13.2024457712559
isogroup10001,-1.56043529223296
isogroup10002,5.37092835077951
isogroup10003,-9.39651643826484
isogroup10004,2.26609531117249
isogroup10005,-1.01202880974737
isogroup10006,0.820504458016453
isogroup10007,-8.96488504957107
isogroup10008,-14.0297526921103
isogroup10009,-0.00468842895851858
isogroup10010,1.09084175593926
isogroup10012,4.63633538194703
isogroup10014,-10.149339211224
isogroup10016,3.06208711787226
isogroup10017,0.69954079320596
isogroup10019,-4.4109307339499
isogroup1002,-0.723993759835881
isogroup10020,-49.4731877335159
isogroup10021,-0.662110321283765
isogroup10022,-5.25219842341615
isogroup10024,0.93914124386176
isogroup10025,28.878512612842
isogroup10028,-3.23033309916873
isogroup10029,-18.2367751127097
isogroup1003,-6.01601113630159
isogroup10030,3.3505810878585
isogroup10031,-0.113937179851861
isogroup10033,-0.794851892874376
isogroup10034,-14.8319042005571
isogroup10035,0.155741991590101
isogroup10036,12.6233871966843
isogroup10038,8.99462140973578
isogroup10040,0.255239105257293
isogroup10041,19.3295301266031
isogroup10042,0.571138677912194
isogroup10043,6.76198261935032
isogroup10044,-11.2205015641783
isogroup10045,14.3745137593325
isogroup10046,-3.02965209701032
isogroup10047,-0.628118106221327
isogroup10048,-1.75788201646939
isogroup10049,6.24066374952076
isogroup1005,-0.679835165013632
isogroup10050,2.60588287262684
isogroup10051,-0.272971858306249
isogroup10053,0.652771337428808
isogroup10055,-3.85006279746261
isogroup10065,-0.768431730909276
isogroup10067,-0.0695490059933631
isogroup10068,10.7504421834194
isogroup10069,6.46753451612329
isogroup1007,0.0871271132580395
isogroup10071,1.19842557345282
isogroup10072,0.159905833020786
isogroup10074,6.7310697045466
isogroup10077,-0.429468424568234
isogroup1008,-5.62442220627757
isogroup10081,12.1753086796792
isogroup10083,-1.1672740879736
isogroup10086,0.148366784507036
isogroup10087,-0.631381634652459
isogroup10089,2.51223790044938
isogroup1009,-9.3504388527667
isogroup10090,-0.502192204727278
isogroup10091,-0.977173097149248
isogroup10092,2.38148497713843
isogroup10093,-0.701342055767702
isogroup10094,-2.20966373796528
isogroup10095,0.180312471257207
isogroup10097,0.243233480979558
isogroup10098,-0.295197214352974
isogroup10099,0.0665833757566904
isogroup10100,-0.321729143739256
isogroup10101,-0.670546686897001
isogroup10102,-1.34939554331549
isogroup10103,3.04911992325866
isogroup10105,0.451681723170846
isogroup10106,2.31652725397396
isogroup10109,-2.31173652055834
isogroup1011,1.7128968813217
isogroup10113,0.48884668173596
isogroup10115,3.81897610796835
isogroup10117,-8.76012265790694
isogroup10118,-4.69710973078073
isogroup10119,-0.332189569668685
isogroup1012,1.44451704190398
isogroup10120,2.52003008057594
isogroup10121,2.40455287280497
isogroup10125,1.36568580554817
isogroup10127,-1.88385548307417
isogroup10128,-4.19136360650655
isogroup10129,-6.90803103494931
isogroup10131,10.7457285006092
isogroup10132,1.03169287938023
isogroup10133,-1.65382510210283
isogroup10134,-16.8075448544942
isogroup10135,-0.459880729346191
isogroup10136,-0.864927622169062
isogroup10137,-10.8002217955141
isogroup10138,-17.6411367304058
isogroup10139,-0.74468316938806
isogroup10141,3.4922374991063
isogroup10142,1.22123905583066
isogroup10143,-8.53597383513278
isogroup10144,-0.547014503082198
isogroup10145,0.719971378717451
isogroup10146,2.46626295623617
isogroup10147,-0.667919448743395
isogroup10148,-6.42880159161191
isogroup10149,-1.09015944005879
isogroup1015,0.0659342407662225
isogroup10150,-4.75432305758305
isogroup10151,-2.59228824000631
isogroup10152,1.26570909923467
isogroup10153,-2.10523942872253
isogroup10154,4.2386111775035
isogroup10155,5.27901243478771
isogroup10156,0.337320427425177
isogroup10157,3.57108421759831
isogroup10158,1.16800597015179
isogroup10159,-0.673419902866187
isogroup1016,0.0800832841072767
isogroup10160,2.35102216197478
isogroup10161,-0.110965255502973
isogroup10162,-0.00620966266647121
isogroup10163,-0.463646138149188
isogroup10165,-0.893565628332405
isogroup10167,1.14371184934776
isogroup10168,-7.6659512543568
isogroup10169,-0.5194412449514
isogroup1017,1.51386377692898
isogroup10170,0.668754662414444
isogroup10172,-1.13852727512822
isogroup10173,2.27624170096197
isogroup10174,0.220574155225892
isogroup10175,-1.83379143706822
isogroup10176,11.0027813246018
isogroup10177,5.55756608034698
isogroup10178,4.15948593839934
isogroup10179,-7.99824963949117
isogroup1018,-1.17497892711528
isogroup10180,6.39954956075601
isogroup10182,1.81908474512621
isogroup10183,1.72862011061246
isogroup10184,1.50421537166729
isogroup10185,8.25188482183096
isogroup10186,2.98561544756103
isogroup10187,19.6571741723801
isogroup10188,-12.7027099129195
isogroup1019,-0.313477812763618
isogroup10191,0.0652704487961115
isogroup10193,-0.358512641370428
isogroup10194,1.19814302003297
isogroup10195,-5.19731879060873
isogroup10199,2.04726350047507
isogroup1020,-0.755461837463181
isogroup10200,-4.78524652051622
isogroup10203,-0.209924720623426
isogroup10207,-2.17527083612991
isogroup10209,-1.48398097853036
isogroup10212,0.439702218855741
isogroup10214,6.89153847602466
isogroup10216,1.19760685128927
isogroup10217,-0.0233361450982147
isogroup10222,0.554022290723937
isogroup10223,0.982872755257301
isogroup10225,6.81923412061984
isogroup10227,-5.09933235362193
isogroup10228,-0.278953852011073
isogroup10229,0.576321116664483
isogroup10233,-0.900072677166696
isogroup10239,-2.50247088178583
isogroup1024,1.3555170906606
isogroup10242,0.88327849187134
isogroup10245,0.699517290429405
isogroup10247,0.962508996565094
isogroup1025,0.787214069392898
isogroup10250,1.86236321916429
isogroup10254,0.282329927150118
isogroup10255,-1.06877201221288
isogroup10258,2.93651918546309
isogroup10259,0.363113531635478
isogroup1026,2.58042962555325
isogroup10260,1.06955985461518
isogroup10261,0.316613752662882
isogroup10262,44.0049499737832
isogroup10263,3.6148514990043
isogroup10264,3.68796797571534
isogroup10265,9.69614236245982
isogroup1027,1.10375491255065
isogroup10270,0.675842402162234
isogroup10271,-2.61929428360349
isogroup10274,0.231650115489505
isogroup10275,0.282764801640993
isogroup10276,-1.91162396074513
isogroup10277,1.19864165730062
isogroup10279,4.99245272366349
isogroup1028,3.75591688379329
isogroup10280,13.8765833193795
isogroup10281,0.217079047206166
isogroup10282,3.62946648127249
isogroup10284,-4.63812987701883
isogroup10285,1.33264806946049
isogroup10287,-4.11110249343113
isogroup10288,-5.77351876409645
isogroup10290,0.0515543959938147
isogroup10291,5.40529991810451
isogroup10292,-0.236608834232608
isogroup10293,1.68016657717187
isogroup10295,-2.72310311894427
isogroup10296,-1.29131692603906
isogroup10297,4.30538061099039
isogroup10298,-0.924178222799392
isogroup10299,1.11874389512597
isogroup1030,0.530547084488042
isogroup10301,-2.30973233223731
isogroup10302,1.46986652865073
isogroup10303,0.530429452276521
isogroup10305,-0.982198017236202
isogroup10307,-4.26095494772878
isogroup10308,0.752046528672981
isogroup10312,-0.213064125224602
isogroup10314,1.56374334750103
isogroup10315,0.346157165244996
isogroup10316,5.19789304639734
isogroup10319,-0.493552291686485
isogroup1032,-1.528753843987
isogroup10321,0.108349189154468
isogroup10322,0.669005139968825
isogroup10323,0.503171874467234
isogroup10324,-0.82449314384921
isogroup10325,0.979970761933073
isogroup10326,-2.36592019435582
isogroup10328,-1.51855983283381
isogroup1033,-20.6615059355948
isogroup10330,1.01455450144056
isogroup10332,0.394211294326947
isogroup10334,-3.35725734789591
isogroup10335,0.934823055518326
isogroup10336,-0.0676111767680863
isogroup10337,1.45136184655691
isogroup10338,0.292117965993537
isogroup10339,0.288474305870323
isogroup1034,8.12633131076615
isogroup10340,-1.33386611849997
isogroup10343,-5.03397530049203
isogroup10344,-3.32815879338662
isogroup10345,0.318982025227799
isogroup10354,-1.24766723083234
isogroup10358,0.80164836416608
isogroup1036,-0.00425738461830801
isogroup10361,-7.03589216863174
isogroup10362,0.0540176876441581
isogroup10363,10.233071825192
isogroup10364,4.97961629026294
isogroup10366,1.71567746064274
isogroup10367,2.84849907994863
isogroup10368,3.13840181211211
isogroup1037,1.26098565639708
isogroup10370,0.0287606546274205
isogroup10373,1.77942691414137
isogroup10375,7.62773321527439
isogroup10378,-0.5251405455295
isogroup1038,2.20781518834227
isogroup10380,0.464548098170234
isogroup10385,-0.711535856034499
isogroup10386,-2.05030164892527
isogroup10387,1.25639303087141
isogroup10388,-4.56155598870837
isogroup10389,3.65012175817606
isogroup10392,-0.188012022009262
isogroup10394,5.15445665133753
isogroup10396,-0.111449406701757
isogroup10397,-0.606210874257481
isogroup10398,4.1978023452696
isogroup10399,-0.568828770900446
isogroup10400,2.07817668598715
isogroup10401,3.05153319670562
isogroup10407,-3.37271907407968
isogroup10409,-0.0715424911353442
isogroup10410,1.46340439142076
isogroup10411,-0.665307964550848
isogroup10412,-7.97810251706227
isogroup10413,17.6076988873724
isogroup10416,2.21499836064994
isogroup10417,-2.34862166795385
isogroup10419,0.926290843178064
isogroup10420,-0.721758192099276
isogroup10421,2.56276746430809
isogroup10422,4.95021367595985
isogroup1045,0.927877063165763
isogroup1046,-1.74180437262053
isogroup10491,25.4856325612965
isogroup10492,-6.47285747566452
isogroup10493,6.52912747042609
isogroup10494,-10.0012026890016
isogroup10495,3.85973682328261
isogroup10496,-0.969107586764013
isogroup10497,-0.667660596531892
isogroup10498,3.31469922970144
isogroup10499,1.46817098538578
isogroup1050,1.01073763538364
isogroup10500,-1.20006279327531
isogroup10501,0.870569170153901
isogroup10503,3.47306819440488
isogroup10504,-31.7224928114572
isogroup10505,3.65173647987614
isogroup10506,-0.18620850048964
isogroup10509,-4.37225882271117
isogroup1051,1.23546294721313
isogroup10510,-0.79029214369652
isogroup10511,-12.8519844742125
isogroup10512,-4.98399326124182
isogroup10513,0.704833549035667
isogroup10514,0.170808753747322
isogroup10515,-5.37961034708413
isogroup10516,-0.111915356674002
isogroup10518,-13.5145113124479
isogroup10519,-0.46385640949132
isogroup1052,-6.03402833564832
isogroup10522,9.68633534946914
isogroup10523,2.90825720882368
isogroup10524,0.927071638209257
isogroup10525,5.3066454572257
isogroup10527,8.41801771871945
isogroup10528,-5.76208418503839
isogroup1053,-2.01071637556202
isogroup10531,-0.797387206150173
isogroup10532,0.243480107825715
isogroup10533,-4.61737009084195
isogroup10534,-11.6291920919491
isogroup10536,0.778577553018156
isogroup10538,3.77129476620415
isogroup10539,-2.29817370624706
isogroup1054,2.13505639876852
isogroup10540,0.699114646294098
isogroup10541,0.92054782454358
